RefId,IsBadBuy
73015,0.05715994
73016,0.068917564
73017,0.05266381
73018,0.109021235
73019,0.547047258
73020,0.037378586
73021,0.054798562
73022,0.113181991
73023,0.080293752
73024,0.620804693
73025,0.079056286
73026,0.67594467
73027,0.270676739
73028,0.060906707
73029,0.052845857
73030,0.039578172
73031,0.136037696
73032,0.068399274
73033,0.02413841
73034,0.066075845
73035,0.066695992
73036,0.06963023
73037,0.101077972
73038,0.06777757
73039,0.092970472
73040,0.073921315
73041,0.610813454
73042,0.061889593
73043,0.107986231
73044,0.074231743
73045,0.14588198
73046,0.077018548
73047,0.134746064
73048,0.129871176
73049,0.090823159
73050,0.008859476
73051,0.120250026
73052,0.930157595
73053,0.615617656
73054,0.054836531
73055,0.114148653
73056,0.054943996
73057,0.099320223
73058,0.082991941
73059,0.022639999
73060,0.079584375
73061,0.083196794
73062,0.04688568
73063,0.059356711
73064,0.002827306
73065,0.098420802
73066,0.009403393
73067,0.064558404
73068,0.084821365
73069,0.063261437
73070,0.043504986
73071,0.092011018
73072,0.088570498
73073,0.087730314
73074,0.077757926
73075,0.07730827
73076,0.059319823
73077,0.042287205
73078,0.146140598
73079,0.109293206
73080,0.085020493
73081,0.063839739
73082,0.084024871
73083,0.073145867
73084,0.095389386
73085,0.069616595
73086,0.137489457
73087,0.093080069
73088,0.069638049
73089,0.11393664
73090,0.143276498
73091,0.095868632
73092,0.061742072
73093,0.083174173
73094,0.076475885
73095,0.100758394
73096,0.127334611
73097,0.072761222
73098,0.055085387
73099,0.113210783
73100,0.053392188
73101,0.270983687
73102,0.085449296
73103,0.056920315
73104,0.728543157
73105,0.15494926
73106,0.109079538
73107,0.1244324
73108,0.080654829
73109,0.146046004
73110,0.093611101
73111,0.091519169
73112,0.083176708
73113,0.110061848
73114,0.1313457
73115,0.070282582
73116,0.120674619
73117,0.110583884
73118,0.123359917
73119,0.748860934
73120,0.650719954
73121,0.126851607
73122,0.093322483
73123,0.073491509
73124,0.084488579
73125,0.044850653
73126,0.097183474
73127,0.116713508
73128,0.116786253
73129,0.05626409
73130,0.065515002
73131,0.062364771
73132,0.138622089
73133,0.06296249
73134,0.13345064
73135,0.103513933
73136,0.081190701
73137,0.761505205
73138,0.106150414
73139,0.099925852
73140,0.718163179
73141,0.0442338
73142,0.091549863
73143,0.085997764
73144,0.049260739
73145,0.126192508
73146,0.132670852
73147,0.07824975
73148,0.069382471
73149,0.116156741
73150,0.083390161
73151,0.115403545
73152,0.068495674
73153,0.110039163
73154,0.107632201
73155,0.115172587
73156,0.084981451
73157,0.134401795
73158,0.074926861
73159,0.074016148
73160,0.68914759
73161,0.086689274
73162,0.760927565
73163,0.104077385
73164,0.089779181
73165,0.141637538
73166,0.093524802
73167,0.084534069
73168,0.069437893
73169,0.175310813
73170,0.039493081
73171,0.112496792
73172,0.081417887
73173,0.069657607
73174,0.060681533
73175,0.075995721
73176,0.100747565
73177,0.116938017
73178,0.101393277
73179,0.049436846
73180,0.082305127
73181,0.129068561
73182,0.098706432
73183,0.186446851
73184,0.089322394
73185,0.147876864
73186,0.099531188
73187,0.089142962
73188,0.110725139
73189,0.065253331
73190,0.116141511
73191,0.747651139
73192,0.751200802
73193,0.056591556
73194,0.137562597
73195,0.103605508
73196,0.094395883
73197,0.694700964
73198,0.043284215
73199,0.083877537
73200,0.124613641
73201,0.12207727
73202,0.754126667
73203,0.081307139
73204,0.104025829
73205,0.11008022
73206,0.132025503
73207,0.124496079
73208,0.170567133
73209,0.104877778
73210,0.082381559
73211,0.13158188
73212,0.062604179
73213,0.09625048
73214,0.094357578
73215,0.102890365
73216,0.061438181
73217,0.148418784
73218,0.094962458
73219,0.09895238
73220,0.10290182
73221,0.117499729
73222,0.100666883
73223,0.076891351
73224,0.057042144
73225,0.134369973
73226,0.060288511
73227,0.066915159
73228,0.091242923
73229,0.098416972
73230,0.060849385
73231,0.101391608
73232,0.808951418
73233,0.717683642
73234,0.116406355
73235,0.100375002
73236,0.142274568
73237,0.071471229
73238,0.081301901
73239,0.10825723
73240,0.093497395
73241,0.08811405
73242,0.077928606
73243,0.677019127
73244,0.071646505
73245,0.103495964
73246,0.761181527
73247,0.122464056
73248,0.0606844
73249,0.064668454
73250,0.082728029
73251,0.064785954
73252,0.072088835
73253,0.069129153
73254,0.138227324
73255,0.087585752
73256,0.063596585
73257,0.089866699
73258,0.131121329
73259,0.065114338
73260,0.084027987
73261,0.724234047
73262,0.241664648
73263,0.07931406
73264,0.092970221
73265,0.112079819
73266,0.122033536
73267,0.113998156
73268,0.079652169
73269,0.07900498
73270,0.5
73271,0.109344994
73272,0.732940954
73273,0.155669543
73274,0.092992821
73275,0.69016661
73276,0.138000539
73277,0.102914615
73278,0.107846829
73279,0.093206326
73280,0.078016345
73281,0.047330197
73282,0.5
73283,0.067930129
73284,0.140236149
73285,0.129123973
73286,0.690964355
73287,0.097485015
73288,0.061142495
73289,0.097211849
73290,0.063805134
73291,0.138146368
73292,0.072827984
73293,0.063777724
73294,0.082584598
73295,0.779519164
73296,0.127982161
73297,0.133223449
73298,0.5
73299,0.079497891
73300,0.141532117
73301,0.097687647
73302,0.183657716
73303,0.089952343
73304,0.101158362
73305,0.679900351
73306,0.71680956
73307,0.069765368
73308,0.144677632
73309,0.081107103
73310,0.147936472
73311,0.095284459
73312,0.112724903
73313,0.117818322
73314,0.097311872
73315,0.08014581
73316,0.714570206
73317,0.077371683
73318,0.121808834
73319,0.06686986
73320,0.053216997
73321,0.098691666
73322,0.07200382
73323,0.052075168
73324,0.666088748
73325,0.628015348
73326,0.733210025
73327,0.099924079
73328,0.029351063
73329,0.085294726
73330,0.024818431
73331,0.049535982
73332,0.065316554
73333,0.1105205
73334,0.084228366
73335,0.102427974
73336,0.114544336
73337,0.057966769
73338,0.050620455
73339,0.733697377
73340,0.7223856
73341,0.105166998
73342,0.116854583
73343,0.5
73344,0.031666645
73345,0.073100979
73346,0.07212179
73347,0.056851869
73348,0.111508936
73349,0.74767419
73350,0.037782181
73351,0.082571951
73352,0.062444431
73353,0.666088748
73354,0.084070008
73355,0.115037744
73356,0.043379334
73357,0.307690474
73358,0.139969438
73359,0.061247844
73360,0.085761527
73361,0.057289841
73362,0.022964987
73363,0.072071734
73364,0.043601451
73365,0.053343027
73366,0.048408565
73367,0.056759613
73368,0.065586575
73369,0.027309989
73370,0.071031219
73371,0.035637852
73372,0.010351625
73373,0.061065298
73374,0.725149864
73375,0.089814344
73376,0.102698362
