RefId,IsBadBuy
73015,0.069223668
73016,0.070395337
73017,0.052029264
73018,0.177619581
73019,0.586024023
73020,0.05173515
73021,0.041647682
73022,0.131814992
73023,0.06612741
73024,0.59030594
73025,0.070878003
73026,0.738662206
73027,0.570899345
73028,0.103388696
73029,0.066987633
73030,0.043014173
73031,0.113328673
73032,0.065571331
73033,0.0438261
73034,0.066327357
73035,0.084028803
73036,0.090507992
73037,0.150967737
73038,0.066319478
73039,0.093371568
73040,0.053181064
73041,0.690838898
73042,0.061624026
73043,0.092185351
73044,0.053724426
73045,0.153066316
73046,0.066565145
73047,0.156668539
73048,0.144122717
73049,0.063974196
73050,0.070612471
73051,0.099181026
73052,0.734604927
73053,0.635957808
73054,0.074743761
73055,0.197440062
73056,0.071434234
73057,0.116936933
73058,0.107036834
73059,0.0494015
73060,0.108684746
73061,0.057986815
73062,0.063297419
73063,0.069208294
73064,0.046958697
73065,0.097272345
73066,0.064873679
73067,0.068208281
73068,0.068426973
73069,0.056223325
73070,0.046885619
73071,0.095777367
73072,0.114041372
73073,0.11388735
73074,0.075257566
73075,0.088049264
73076,0.069453282
73077,0.048911676
73078,0.148692564
73079,0.110428932
73080,0.064204444
73081,0.083911028
73082,0.065335923
73083,0.067318799
73084,0.074861731
73085,0.069132831
73086,0.24180959
73087,0.086159454
73088,0.069161202
73089,0.148377558
73090,0.150213038
73091,0.066561741
73092,0.066662298
73093,0.079587155
73094,0.084577104
73095,0.201927072
73096,0.112109413
73097,0.094781549
73098,0.07000563
73099,0.064776698
73100,0.039365859
73101,0.202679814
73102,0.080139219
73103,0.071492553
73104,0.683952148
73105,0.237028334
73106,0.096057392
73107,0.236271495
73108,0.072652092
73109,0.115493109
73110,0.092046052
73111,0.0875167
73112,0.115682729
73113,0.114578556
73114,0.119507285
73115,0.067930153
73116,0.126630794
73117,0.12053299
73118,0.105150967
73119,0.687611869
73120,0.690571566
73121,0.111686826
73122,0.151814178
73123,0.066092416
73124,0.180936581
73125,0.053061876
73126,0.149178251
73127,0.19286337
73128,0.151663842
73129,0.082565889
73130,0.060941089
73131,0.090886657
73132,0.121672049
73133,0.042844349
73134,0.160524743
73135,0.097129831
73136,0.113036001
73137,0.742142132
73138,0.115898006
73139,0.085967669
73140,0.792634433
73141,0.063273079
73142,0.153049046
73143,0.147642459
73144,0.072533575
73145,0.118560411
73146,0.149672439
73147,0.060356536
73148,0.077684329
73149,0.089022159
73150,0.101207016
73151,0.238269959
73152,0.04540557
73153,0.119414678
73154,0.159071119
73155,0.065103482
73156,0.063705945
73157,0.113429733
73158,0.092695894
73159,0.087278404
73160,0.624851988
73161,0.145371754
73162,0.742482728
73163,0.091585575
73164,0.117207087
73165,0.191574808
73166,0.119454787
73167,0.077960133
73168,0.053286883
73169,0.239796055
73170,0.064988869
73171,0.115658642
73172,0.118490164
73173,0.070847934
73174,0.067205912
73175,0.092945252
73176,0.118856491
73177,0.127818429
73178,0.153474707
73179,0.05211768
73180,0.085302844
73181,0.122873756
73182,0.088280344
73183,0.237799262
73184,0.060884686
73185,0.238591127
73186,0.088034485
73187,0.106437616
73188,0.107033916
73189,0.072055896
73190,0.122043619
73191,0.74407045
73192,0.740199068
73193,0.057162988
73194,0.188198963
73195,0.08541513
73196,0.088600127
73197,0.68865349
73198,0.04874014
73199,0.062246322
73200,0.146289999
73201,0.146832486
73202,0.687062271
73203,0.106851476
73204,0.082940566
73205,0.107056476
73206,0.088100793
73207,0.087569808
73208,0.08793699
73209,0.114630827
73210,0.085287982
73211,0.116463615
73212,0.068049665
73213,0.105844089
73214,0.12345902
73215,0.190613959
73216,0.060128637
73217,0.15039219
73218,0.123547463
73219,0.151460676
73220,0.109782845
73221,0.117196216
73222,0.086606018
73223,0.065804034
73224,0.081619389
73225,0.113311721
73226,0.084047567
73227,0.086241401
73228,0.154490583
73229,0.087729942
73230,0.070131552
73231,0.150857248
73232,0.831585449
73233,0.738812476
73234,0.120182762
73235,0.118589728
73236,0.150380359
73237,0.108233956
73238,0.061979574
73239,0.086361218
73240,0.078781632
73241,0.071641459
73242,0.141511362
73243,0.690624367
73244,0.060053246
73245,0.108092458
73246,0.741657074
73247,0.115727577
73248,0.061771385
73249,0.059919382
73250,0.080547517
73251,0.064327388
73252,0.086493542
73253,0.063320502
73254,0.131811274
73255,0.088701753
73256,0.083290739
73257,0.111952925
73258,0.15156467
73259,0.110933774
73260,0.108402255
73261,0.684042843
73262,0.148904127
73263,0.11763811
73264,0.105705446
73265,0.087762136
73266,0.061975152
73267,0.039226166
73268,0.085306941
73269,0.082197077
73270,0.5
73271,0.047593719
73272,0.831750537
73273,0.188627593
73274,0.150926536
73275,0.685443798
73276,0.038064815
73277,0.064590008
73278,0.08186542
73279,0.116727858
73280,0.140655105
73281,0.039709289
73282,0.5
73283,0.080486732
73284,0.191043416
73285,0.120190408
73286,0.688582518
73287,0.116340763
73288,0.085449852
73289,0.086038109
73290,0.085309786
73291,0.191043565
73292,0.065387365
73293,0.083304261
73294,0.081487827
73295,0.738764809
73296,0.149804668
73297,0.149086233
73298,0.5
73299,0.109224566
73300,0.056137908
73301,0.175979395
73302,0.181925817
73303,0.152076409
73304,0.085546811
73305,0.68695614
73306,0.741863101
73307,0.065505253
73308,0.114051611
73309,0.140465724
73310,0.236247121
73311,0.177918156
73312,0.228435569
73313,0.176911165
73314,0.189367457
73315,0.082534695
73316,0.8347249
73317,0.086867274
73318,0.117277416
73319,0.067818978
73320,0.066926066
73321,0.065566864
73322,0.060031828
73323,0.126575411
73324,0.635119675
73325,0.633526643
73326,0.626936291
73327,0.113483803
73328,0.038511232
73329,0.069657478
73330,0.047476345
73331,0.045418036
73332,0.055952457
73333,0.116336961
73334,0.175166389
73335,0.062722851
