RefId,IsBadBuy
73015,0.079718073
73016,0.087125741
73017,0.083731069
73018,0.100051939
73019,0.714556752
73020,0.078160794
73021,0.059883593
73022,0.093457014
73023,0.081683156
73024,0.646958746
73025,0.083784615
73026,0.714556752
73027,0.714556752
73028,0.091083444
73029,0.077630843
73030,0.06598285
73031,0.111274665
73032,0.090071489
73033,0.074126953
73034,0.111716715
73035,0.103965505
73036,0.117972592
73037,0.117157769
73038,0.090364076
73039,0.123662916
73040,0.133116801
73041,0.714556752
73042,0.086515047
73043,0.119013928
73044,0.127271647
73045,0.121854165
73046,0.118220758
73047,0.122080272
73048,0.107677457
73049,0.117009444
73050,0.170548451
73051,0.134273212
73052,0.714556752
73053,0.714556752
73054,0.125993047
73055,0.122015739
73056,0.120712899
73057,0.118816538
73058,0.080333267
73059,0.104944087
73060,0.086417194
73061,0.081096476
73062,0.084311808
73063,0.117466407
73064,0.09271587
73065,0.136897853
73066,0.175257593
73067,0.116315918
73068,0.116256975
73069,0.132939207
73070,0.102308734
73071,0.126862798
73072,0.112676745
73073,0.11020093
73074,0.131768713
73075,0.111969345
73076,0.120628304
73077,0.104779757
73078,0.114926569
73079,0.11179836
73080,0.107925792
73081,0.086139356
73082,0.116771933
73083,0.120667375
73084,0.131641351
73085,0.116790166
73086,0.115419807
73087,0.112153255
73088,0.118497106
73089,0.114591771
73090,0.116259272
73091,0.115883187
73092,0.112604464
73093,0.101753266
73094,0.109031963
73095,0.122082872
73096,0.109186274
73097,0.123232969
73098,0.112794007
73099,0.116574296
73100,0.044181894
73101,0.127432825
73102,0.105843447
73103,0.122044796
73104,0.714556752
73105,0.114602176
73106,0.127388267
73107,0.089939817
73108,0.123050823
73109,0.115985986
73110,0.116872914
73111,0.115505957
73112,0.111141836
73113,0.109186274
73114,0.120177875
73115,0.116504477
73116,0.130290222
73117,0.124975355
73118,0.083390903
73119,0.714556752
73120,0.714556752
73121,0.112234948
73122,0.115934844
73123,0.117008367
73124,0.082745861
73125,0.117293748
73126,0.114327198
73127,0.119500955
73128,0.117569117
73129,0.08175458
73130,0.086014792
73131,0.094610952
73132,0.124040829
73133,0.052738214
73134,0.125479817
73135,0.12661202
73136,0.109904026
73137,0.714556752
73138,0.109694388
73139,0.090559186
73140,0.714556752
73141,0.082616751
73142,0.116873106
73143,0.087884901
73144,0.123018307
73145,0.11845071
73146,0.113761475
73147,0.082698761
73148,0.134016639
73149,0.117954064
73150,0.1338205
73151,0.114541725
73152,0.089938929
73153,0.121602751
73154,0.125015096
73155,0.116555665
73156,0.113982371
73157,0.112417828
73158,0.117325874
73159,0.111200445
73160,0.714556752
73161,0.106650823
73162,0.714556752
73163,0.118028035
73164,0.114799894
73165,0.116229731
73166,0.120044427
73167,0.135480923
73168,0.129192759
73169,0.116684277
73170,0.145199874
73171,0.116559584
73172,0.114885505
73173,0.126391467
73174,0.111608569
73175,0.119848017
73176,0.122392275
73177,0.132304285
73178,0.118362776
73179,0.097705534
73180,0.085118678
73181,0.124543735
73182,0.117984548
73183,0.116916887
73184,0.107236849
73185,0.114799741
73186,0.115827599
73187,0.082692625
73188,0.082278632
73189,0.129584703
73190,0.122572595
73191,0.714556752
73192,0.714556752
73193,0.075821493
73194,0.113203352
73195,0.11027177
73196,0.117167394
73197,0.714556752
73198,0.089712911
73199,0.10335006
73200,0.112203013
73201,0.110488912
73202,0.714556752
73203,0.08145872
73204,0.106192646
73205,0.083651514
73206,0.12102242
73207,0.090983585
73208,0.125482666
73209,0.089692699
73210,0.086010031
73211,0.116934976
73212,0.117308635
73213,0.083819382
73214,0.124252876
73215,0.114647036
73216,0.081974377
73217,0.118738346
73218,0.127720235
73219,0.115264606
73220,0.08846703
73221,0.114750997
73222,0.109100169
73223,0.114392573
73224,0.142037208
73225,0.114059382
73226,0.085578889
73227,0.108278923
73228,0.119492696
73229,0.112928069
73230,0.119361862
73231,0.117287396
73232,0.714556752
73233,0.714556752
73234,0.120582088
73235,0.119894886
73236,0.116746215
73237,0.083779484
73238,0.108008353
73239,0.111387785
73240,0.083163109
73241,0.125354834
73242,0.083718412
73243,0.714556752
73244,0.083967895
73245,0.082710884
73246,0.714556752
73247,0.114134611
73248,0.086854168
73249,0.082369523
73250,0.084506982
73251,0.106395275
73252,0.089758124
73253,0.106744515
73254,0.134975068
73255,0.116017131
73256,0.083604781
73257,0.10797263
73258,0.117151029
73259,0.084988805
73260,0.084584927
73261,0.714556752
73262,0.113755106
73263,0.115485942
73264,0.083068662
73265,0.115435914
73266,0.111987435
73267,0.079539666
73268,0.110912896
73269,0.085628458
73270,0.5
73271,0.103770076
73272,0.714556752
73273,0.119142325
73274,0.116070187
73275,0.714556752
73276,0.080172505
73277,0.09160668
73278,0.107852112
73279,0.113932481
73280,0.08282752
73281,0.046730432
73282,0.5
73283,0.080191589
73284,0.115276046
73285,0.119337723
73286,0.714556752
73287,0.116441041
73288,0.085332681
73289,0.115570701
73290,0.086909188
73291,0.114893915
73292,0.116663671
73293,0.085896493
73294,0.082364264
73295,0.714556752
73296,0.112614273
73297,0.113962063
73298,0.5
73299,0.084585179
73300,0.085973649
73301,0.082342714
73302,0.106587135
73303,0.117085944
73304,0.11432769
73305,0.714556752
73306,0.714556752
73307,0.113667196
73308,0.117000069
73309,0.084893193
73310,0.114665907
73311,0.084212008
73312,0.084348102
73313,0.085049097
73314,0.112350643
73315,0.086450139
73316,0.714556752
73317,0.114118492
73318,0.117024367
73319,0.062605475
73320,0.079451164
73321,0.1220172
73322,0.08471493
73323,0.069878131
73324,0.714556752
73325,0.714556752
73326,0.714556752
73327,0.115694043
73328,0.043567735
73329,0.083654475
73330,0.070480225
73331,0.054344784
73332,0.05116617
73333,0.114791212
73334,0.099087501
73335,0.061434798
73336,0.085936082
73337,0.073936407
73338,0.052173541
73339,0.714556752
73340,0.661398419
73341,0.101476826
73342,0.115142824
73343,0.5
73344,0.050338773
73345,0.113585541
73346,0.087110232
73347,0.061776056
73348,0.085857774
73349,0.714556752
73350,0.068165217
73351,0.062061024
73352,0.078799645
73353,0.714556752
73354,0.057199395
73355,0.089735362
73356,0.071519506
73357,0.116499217
73358,0.087469464
73359,0.056698838
73360,0.080181979
73361,0.09192284
73362,0.048630336
73363,0.05863683
73364,0.051117571
73365,0.085298992
73366,0.073320969
73367,0.06284996
73368,0.086675356
73369,0.03304065
73370,0.053231103
73371,0.048654565
73372,0.041820371
73373,0.050158997
73374,0.714556752
73375,0.084478839
73376,0.084207924
73377,0.085223974
73378,0.089517275
73379,0.089408788
73380,0.122857124
73381,0.099426689
73382,0.060638007
73383,0.058358336
73384,0.088508792
73385,0.085095911
73386,0.047908674
73387,0.034779757
73388,0.084338334
73389,0.065389221
73390,0.086151667
73391,0.073426168
73392,0.097512227
73393,0.070535605
73394,0.093681831
73395,0.073378074
73396,0.115742499
73397,0.052182589
73398,0.036214362
73399,0.093663068
73400,0.096850276
73401,0.071139276
73402,0.091687554
73403,0.108674778
73404,0.097214035
73405,0.08526218
73406,0.039151051
73407,0.71866564
73408,0.031390022
73409,0.060510362
73410,0.051105769
73411,0.057260725
73412,0.087963307
73413,0.08301626
73414,0.714556752
73415,0.044171085
73416,0.043856317
73417,0.714556752
73418,0.714556752
73419,0.714556752
73420,0.049044547
73421,0.088711186
73422,0.714556752
73423,0.089717381
73424,0.714556752
73425,0.089883376
73426,0.057392204
73427,0.04079985
73428,0.0317404
73429,0.057270461
73430,0.077698612
73431,0.079855225
73432,0.036410781
73433,0.093801116
73434,0.075345143
73435,0.065427557
73436,0.065055603
73437,0.087638849
73438,0.030731494
73439,0.063231938
73440,0.712840094
73441,0.091756751
73442,0.073524802
73443,0.05085479
73444,0.103763698
73445,0.097916242
73446,0.069423006
73447,0.093703362
73448,0.053907643
73449,0.084090542
73450,0.106900315
73451,0.115013525
73452,0.115080265
73453,0.07830917
73454,0.081878057
73455,0.109689755
73456,0.114886759
73457,0.102673413
73458,0.714556752
73459,0.111014483
73460,0.081686583
73461,0.714556752
73462,0.111009177
73463,0.10922998
73464,0.085878804
73465,0.088660787
73466,0.119931899
73467,0.709572268
73468,0.10894953
73469,0.119752007
73470,0.104116414
73471,0.115590536
73472,0.11038877
73473,0.119574928
73474,0.135108064
73475,0.123855988
73476,0.108658352
73477,0.714556752
73478,0.110725203
73479,0.099616747
73480,0.714556752
73481,0.120521507
73482,0.114344069
73483,0.114224502
73484,0.102182362
73485,0.08749424
73486,0.714556752
73487,0.08885234
73488,0.121845858
73489,0.0975173
73490,0.132251918
73491,0.714556752
73492,0.089049235
73493,0.714556752
73494,0.107639565
73495,0.11271441
73496,0.11999907
73497,0.076714736
73498,0.714924454
73499,0.118426977
73500,0.078917141
73501,0.082734494
73502,0.08099025
73503,0.117023194
73504,0.115142211
73505,0.113857558
73506,0.106897373
73507,0.725619859
73508,0.084928862
73509,0.112448273
73510,0.085750209
73511,0.086589643
73512,0.082732597
73513,0.185987166
73514,0.101136676
73515,0.106243905
73516,0.097336418
73517,0.104885024
73518,0.085026219
73519,0.111368697
73520,0.699996184
73521,0.120204444
73522,0.110860195
73523,0.077609902
73524,0.709944956
73525,0.076589285
73526,0.080945806
73527,0.101313987
73528,0.08410731
73529,0.084635019
73530,0.106853938
73531,0.150239388
73532,0.08473488
73533,0.080617026
73534,0.09040384
73535,0.122493058
73536,0.084669538
73537,0.714556752
73538,0.091916468
73539,0.12025171
73540,0.119213068
73541,0.074964613
73542,0.109277542
73543,0.078363147
73544,0.115934379
73545,0.08426902
73546,0.120630482
73547,0.08646814
73548,0.119220137
73549,0.720116365
73550,0.714556752
73551,0.083818235
73552,0.084623363
73553,0.090883384
73554,0.121954986
73555,0.092173189
73556,0.119112085
73557,0.086060142
73558,0.078111361
73559,0.075002032
73560,0.714556752
73561,0.07812978
73562,0.124558214
73563,0.085206153
73564,0.115567462
73565,0.092378843
73566,0.714556752
73567,0.714556752
73568,0.117457805
73569,0.113655253
73570,0.086644008
73571,0.117322691
73572,0.143897919
73573,0.115236763
73574,0.112642532
73575,0.087518119
73576,0.087414215
73577,0.087411052
73578,0.111765173
73579,0.119967646
73580,0.112461295
73581,0.714556752
73582,0.111457404
73583,0.119488781
73584,0.5
73585,0.116534435
73586,0.11466811
73587,0.714556752
73588,0.121335677
73589,0.110486379
73590,0.084264993
73591,0.102858235
73592,0.088501838
73593,0.114464597
73594,0.082370993
73595,0.112169077
73596,0.715034629
73597,0.108567496
73598,0.11426138
73599,0.105843741
73600,0.118830305
73601,0.081971734
73602,0.083646242
73603,0.123326165
73604,0.084900437
73605,0.082056404
73606,0.080415331
73607,0.117149881
73608,0.082487483
73609,0.116590737
73610,0.115369537
73611,0.5
73612,0.712195303
73613,0.129290583
73614,0.113538877
73615,0.111847621
73616,0.085957418
73617,0.084593361
73618,0.116483586
73619,0.113678181
73620,0.111537844
73621,0.083599963
73622,0.114109559
73623,0.084237264
73624,0.08518654
73625,0.083544066
73626,0.111277796
73627,0.091929456
73628,0.119377369
73629,0.083263081
73630,0.10801205
73631,0.114694979
73632,0.5
73633,0.11183328
73634,0.5
73635,0.5
73636,0.115247646
73637,0.118377526
73638,0.133743183
73639,0.115290183
73640,0.114209919
73641,0.101349719
73642,0.129870778
73643,0.5
73644,0.08464212
73645,0.115166458
73646,0.713795006
73647,0.08024714
73648,0.116934216
73649,0.714556752
73650,0.714556752
73651,0.084222342
73652,0.714556752
73653,0.714556752
73654,0.714556752
73655,0.714556752
73656,0.714556752
73657,0.714556752
73658,0.714556752
73659,0.714556752
73660,0.714556752
73661,0.714556752
73662,0.716777695
73663,0.717569625
73664,0.714556752
73665,0.714556752
73666,0.11494845
73667,0.11494845
73668,0.084222342
73669,0.11494845
73670,0.11494845
73671,0.084222342
73672,0.084222342
73673,0.11494845
73674,0.084222342
73675,0.11494845
73676,0.11494845
73677,0.083751567
73678,0.11494845
73679,0.084092096
73680,0.11494845
73681,0.11494845
73682,0.11494845
73683,0.11494845
73684,0.084222342
73685,0.11494845
73686,0.11494845
73687,0.084222342
73688,0.113105911
73689,0.11494845
73690,0.084222342
73691,0.08703164
73692,0.085239015
73693,0.107436204
73694,0.084222342
73695,0.114711398
73696,0.084222342
73697,0.084222342
73698,0.111271079
73699,0.5
73700,0.11494845
73701,0.084222342
73702,0.11494845
73703,0.11494845
73704,0.114839157
73705,0.11494845
73706,0.11494845
73707,0.082078846
73708,0.084222342
73709,0.084222342
73710,0.084222342
73711,0.084222342
73712,0.11494845
73713,0.084222342
73714,0.11494845
73715,0.11494845
73716,0.084222342
73717,0.11494845
73718,0.115492597
73719,0.11494845
73720,0.0515926
73721,0.117150464
73722,0.71533404
73723,0.08337463
73724,0.5
73725,0.079834961
73726,0.083207393
73727,0.128367969
73728,0.114277144
73729,0.112955181
73730,0.117105246
73731,0.085595431
73732,0.112537813
73733,0.109203776
73734,0.116850246
73735,0.054070515
73736,0.083818191
73737,0.117980458
73738,0.113628778
73739,0.054542054
73740,0.112861027
73741,0.112690037
73742,0.112089568
73743,0.082837414
73744,0.714556752
73745,0.041802962
73746,0.040165648
73747,0.085473732
73748,0.08791179
73749,0.085510684
73750,0.0838773
73751,0.083594754
73752,0.714556752
73753,0.081546963
73754,0.085072093
73755,0.084665078
73756,0.072199577
73757,0.087273202
73758,0.059382452
73759,0.115680562
73760,0.714556752
73761,0.042660053
73762,0.082149504
73763,0.114958449
73764,0.09444429
73765,0.033177361
73766,0.09244266
73767,0.714556752
73768,0.116195554
73769,0.115390851
73770,0.117455063
73771,0.117283657
73772,0.04365301
73773,0.046148193
73774,0.090464014
73775,0.072221981
73776,0.105318402
73777,0.116710754
73778,0.052406146
73779,0.111074824
73780,0.040563774
73781,0.084447172
73782,0.114266246
73783,0.058488898
73784,0.131094582
73785,0.118818587
73786,0.094860266
73787,0.114362053
73788,0.061205633
73789,0.041220409
73790,0.055694193
73791,0.09855553
73792,0.11435359
73793,0.125053744
73794,0.113767166
73795,0.08619239
73796,0.066324069
73797,0.085439792
73798,0.123234379
73799,0.11743655
73800,0.085874396
73801,0.11494845
73802,0.037425699
73803,0.084281221
73804,0.051664296
73805,0.087924664
73806,0.072266871
73807,0.086543648
73808,0.08563146
73809,0.08611462
73810,0.113859213
73811,0.034160712
73812,0.05990529
73813,0.072436339
73814,0.039646822
73815,0.055974912
73816,0.714556752
73817,0.061687466
73818,0.112947486
73819,0.714556752
73820,0.126073765
73821,0.070314996
73822,0.119711846
73823,0.5
73824,0.060095497
73825,0.073101022
73826,0.085349065
73827,0.074290743
73828,0.058748497
73829,0.059220734
73830,0.06272756
73831,0.086573773
73832,0.036564395
73833,0.063836152
73834,0.650084301
73835,0.091021987
73836,0.059511163
73837,0.055546325
73838,0.033379316
73839,0.062472456
73840,0.120384944
73841,0.060658055
73842,0.080408693
73843,0.059413572
73844,0.092194813
73845,0.068764357
73846,0.073468552
73847,0.058345882
73848,0.714556752
73849,0.1116044
73850,0.714302071
73851,0.11298677
73852,0.104944246
73853,0.114134998
73854,0.112475394
73855,0.120378841
73856,0.147398954
73857,0.08141581
73858,0.121518745
73859,0.121521887
73860,0.114341876
73861,0.116706608
73862,0.079158603
73863,0.113737466
73864,0.096375658
73865,0.08326435
73866,0.123170167
73867,0.085494927
73868,0.108480761
73869,0.078161179
73870,0.119490497
73871,0.118552062
73872,0.110936514
73873,0.113198171
73874,0.081426222
73875,0.107540816
73876,0.124401275
73877,0.117945056
73878,0.110293331
73879,0.081083818
73880,0.111807077
73881,0.08174664
73882,0.078154325
73883,0.109314096
73884,0.124210703
73885,0.108677515
73886,0.120445512
73887,0.081651865
73888,0.097749551
73889,0.084486125
73890,0.079749922
73891,0.075216125
73892,0.066842819
73893,0.078861226
73894,0.114956533
73895,0.103167131
73896,0.077593005
73897,0.107589918
73898,0.116181323
73899,0.090294753
73900,0.077930328
73901,0.082455091
73902,0.070369198
73903,0.084715725
73904,0.113432571
73905,0.710136962
73906,0.081127874
73907,0.113610627
73908,0.059156249
73909,0.111127543
73910,0.107727375
73911,0.072071552
73912,0.113229572
73913,0.081670155
73914,0.714236898
73915,0.124721166
73916,0.082401227
73917,0.077065391
73918,0.117822276
73919,0.112177588
73920,0.714556752
73921,0.714556752
73922,0.075719074
73923,0.714556752
73924,0.085861545
73925,0.117411129
73926,0.07790725
73927,0.108465919
73928,0.113338752
73929,0.115603643
73930,0.076662989
73931,0.111580633
73932,0.078797952
73933,0.117158948
73934,0.108848766
73935,0.112447685
73936,0.088415283
73937,0.102717981
73938,0.118524639
73939,0.110896017
73940,0.082732764
73941,0.118222372
73942,0.108459543
73943,0.111235614
73944,0.108253828
73945,0.110186539
73946,0.111379813
73947,0.086616441
73948,0.086853201
73949,0.119911182
73950,0.077351029
73951,0.08549759
73952,0.109045514
73953,0.134872049
73954,0.100516745
73955,0.714272802
73956,0.115127398
73957,0.088119656
73958,0.093362025
73959,0.120808441
73960,0.084406717
73961,0.084845618
73962,0.091469644
73963,0.076577308
73964,0.082041971
73965,0.10875485
73966,0.123054959
73967,0.093616465
73968,0.086285506
73969,0.112858725
73970,0.072399158
73971,0.10610827
73972,0.089323511
73973,0.082037372
73974,0.088066403
73975,0.080374645
73976,0.138683787
73977,0.131952966
73978,0.085540878
73979,0.089999116
73980,0.081868942
73981,0.090498001
73982,0.084717822
73983,0.084514356
73984,0.11353919
73985,0.07890651
73986,0.115772139
73987,0.110415908
73988,0.108836884
73989,0.714556752
73990,0.08462871
73991,0.11490391
73992,0.111762572
73993,0.119925181
73994,0.073339254
73995,0.083296132
73996,0.121925305
73997,0.109469618
73998,0.115738613
73999,0.081771625
74000,0.113553743
74001,0.111299084
74002,0.714556752
74003,0.115883862
74004,0.112263142
74005,0.082372596
74006,0.111031694
74007,0.116558213
74008,0.083020781
74009,0.112224079
74010,0.698512341
74011,0.113117804
74012,0.114301594
74013,0.08292925
74014,0.115389083
74015,0.11369283
74016,0.11520569
74017,0.711413765
74018,0.084668215
74019,0.115378109
74020,0.106784525
74021,0.118021052
74022,0.116047643
74023,0.112377926
74024,0.085883758
74025,0.111078234
74026,0.111041881
74027,0.112432147
74028,0.1154389
74029,0.11423179
74030,0.082504756
74031,0.114627006
74032,0.116264519
74033,0.103923573
74034,0.114460814
74035,0.10824673
74036,0.11521919
74037,0.714556752
74038,0.118591746
74039,0.11160871
74040,0.118948899
74041,0.114829093
74042,0.11494845
74043,0.115278544
74044,0.113901899
74045,0.113231825
74046,0.111801595
74047,0.109818936
74048,0.081850066
74049,0.082912912
74050,0.109998437
74051,0.115567217
74052,0.5
74053,0.115575671
74054,0.105026428
74055,0.114598018
74056,0.121880693
74057,0.085761756
74058,0.112393743
74059,0.115723383
74060,0.5
74061,0.114923473
74062,0.082731998
74063,0.718815276
74064,0.113869698
74065,0.124683744
74066,0.111764595
74067,0.109476135
74068,0.118265418
74069,0.116080384
74070,0.114854645
74071,0.11501269
74072,0.113813111
74073,0.116885752
74074,0.112397635
74075,0.113995535
74076,0.11494845
74077,0.113225376
74078,0.117796919
74079,0.082753441
74080,0.114065806
74081,0.119123034
74082,0.07737406
74083,0.113795433
74084,0.085103027
74085,0.108691214
74086,0.112413606
74087,0.130576249
74088,0.079330472
74089,0.114254396
74090,0.111946876
74091,0.111131037
74092,0.114764926
74093,0.104897014
74094,0.121752565
74095,0.11573025
74096,0.714556752
74097,0.080171909
74098,0.118200565
74099,0.119118465
74100,0.116771039
74101,0.11417352
74102,0.138412577
74103,0.083251206
74104,0.11484458
74105,0.110346433
74106,0.115686917
74107,0.115844325
74108,0.5
74109,0.083087823
74110,0.115655985
74111,0.119886501
74112,0.115885448
74113,0.11494845
74114,0.116499102
74115,0.11494845
74116,0.714556752
74117,0.084222342
74118,0.11494845
74119,0.11494845
74120,0.11494845
74121,0.11494845
74122,0.11494845
74123,0.714556752
74124,0.113773263
74125,0.11494845
74126,0.11494845
74127,0.11494845
74128,0.11494845
74129,0.11494845
74130,0.11494845
74131,0.714556752
74132,0.11494845
74133,0.5
74134,0.11494845
74135,0.11494845
74136,0.11494845
74137,0.11494845
74138,0.11494845
74139,0.114565963
74140,0.11494845
74141,0.11494845
74142,0.11494845
74143,0.116164379
74144,0.084222342
74145,0.714556752
74146,0.11494845
74147,0.114830668
74148,0.11494845
74149,0.110863865
74150,0.11494845
74151,0.11494845
74152,0.107756296
74153,0.11494845
74154,0.11494845
74155,0.084222342
74156,0.714556752
74157,0.11494845
74158,0.114850021
74159,0.114887271
74160,0.714556752
74161,0.11494845
74162,0.11494845
74163,0.11494845
74164,0.11494845
74165,0.084222342
74166,0.11494845
74167,0.084222342
74168,0.714556752
74169,0.11494845
74170,0.11494845
74171,0.714556752
74172,0.084222342
74173,0.111026121
74174,0.084222342
74175,0.11494845
74176,0.11494845
74177,0.11494845
74178,0.084222342
74179,0.714556752
74180,0.11494845
74181,0.11494845
74182,0.11494845
74183,0.115057891
74184,0.079883622
74185,0.109790768
74186,0.11494845
74187,0.11494845
74188,0.11494845
74189,0.115688014
74190,0.084222342
74191,0.11494845
74192,0.11494845
74193,0.714556752
74194,0.114287729
74195,0.116743001
74196,0.113881906
74197,0.11494845
74198,0.084222342
74199,0.11494845
74200,0.084222342
74201,0.11494845
74202,0.084222342
74203,0.114149534
