RefId,IsBadBuy
73015,0.066263901
73016,0.06881023
73017,0.05140427
73018,0.172965114
73019,0.57219951
73020,0.050809857
73021,0.040638657
73022,0.126125952
73023,0.064476659
73024,0.565425312
73025,0.068528662
73026,0.748851202
73027,0.546743908
73028,0.098946298
73029,0.064173539
73030,0.042844841
73031,0.112242707
73032,0.067378805
73033,0.045700324
73034,0.066816501
73035,0.083765736
73036,0.090679328
73037,0.150042384
73038,0.067943232
73039,0.094245376
73040,0.05771305
73041,0.695230493
73042,0.062868594
73043,0.091951849
73044,0.057231101
73045,0.151945465
73046,0.068726514
73047,0.157312353
73048,0.140741853
73049,0.066231246
73050,0.075237733
73051,0.101301927
73052,0.745075764
73053,0.632165064
73054,0.076758692
73055,0.198542887
73056,0.072347304
73057,0.116699539
73058,0.10419048
73059,0.051187426
73060,0.106740618
73061,0.059620821
73062,0.064354519
73063,0.071020617
73064,0.048789342
73065,0.100052952
73066,0.069337839
73067,0.069547799
73068,0.069775718
73069,0.060277077
73070,0.049450502
73071,0.096907029
73072,0.112859461
73073,0.112067999
73074,0.077900718
73075,0.087496434
73076,0.071002585
73077,0.051008771
73078,0.147563044
73079,0.109369206
73080,0.065079441
73081,0.083482645
73082,0.067257277
73083,0.068802289
73084,0.077464315
73085,0.071260666
73086,0.245319473
73087,0.086349165
73088,0.071045244
73089,0.147044821
73090,0.149321477
73091,0.06811289
73092,0.068697885
73093,0.079043109
73094,0.084074738
73095,0.203566067
73096,0.110397984
73097,0.095778633
73098,0.071251474
73099,0.067269211
73100,0.040072267
73101,0.206714698
73102,0.08003481
73103,0.072507828
73104,0.688565417
73105,0.240896036
73106,0.096710748
73107,0.23910245
73108,0.073960316
73109,0.114385458
73110,0.091672085
73111,0.087451475
73112,0.113448826
73113,0.112443569
73114,0.119587601
73115,0.069640808
73116,0.127535746
73117,0.120917058
73118,0.103550366
73119,0.692109411
73120,0.694972077
73121,0.109821112
73122,0.1513943
73123,0.06796483
73124,0.177882578
73125,0.05624745
73126,0.147489615
73127,0.194738053
73128,0.150352946
73129,0.081594833
73130,0.062761803
73131,0.091444744
73132,0.121335202
73133,0.04319852
73134,0.160465957
73135,0.09848252
73136,0.111578579
73137,0.752083366
73138,0.113819721
73139,0.086406225
73140,0.804893391
73141,0.064021716
73142,0.151770346
73143,0.144987217
73144,0.074370117
73145,0.117980553
73146,0.147827943
73147,0.061807639
73148,0.080855696
73149,0.089483636
73150,0.102678535
73151,0.242008513
73152,0.04961054
73153,0.119169325
73154,0.159564256
73155,0.067127544
73156,0.065473032
73157,0.112353309
73158,0.092829036
73159,0.087177881
73160,0.621098668
73161,0.142813163
73162,0.752399413
73163,0.0920709
73164,0.116075181
73165,0.191449554
73166,0.118773502
73167,0.080293753
73168,0.057441177
73169,0.244100165
73170,0.069068526
73171,0.114764797
73172,0.116797929
73173,0.072637498
73174,0.069185376
73175,0.093024166
73176,0.118958386
73177,0.129110124
73178,0.152777567
73179,0.05578999
73180,0.085379302
73181,0.122986029
73182,0.089028687
73183,0.242502963
73184,0.062848652
73185,0.242232702
73186,0.088161547
73187,0.104254595
73188,0.105332956
73189,0.074273142
73190,0.121853153
73191,0.753871989
73192,0.750279331
73193,0.057823375
73194,0.188054326
73195,0.085399431
73196,0.088896087
73197,0.693117236
73198,0.051751275
73199,0.062870553
73200,0.144366759
73201,0.14436422
73202,0.691577491
73203,0.104312125
73204,0.082007299
73205,0.105186171
73206,0.089521293
73207,0.087149443
73208,0.090140502
73209,0.112912516
73210,0.084964517
73211,0.11609592
73212,0.069641656
73213,0.104025154
73214,0.123090306
73215,0.19059991
73216,0.061350223
73217,0.149977406
73218,0.123849008
73219,0.149700037
73220,0.108770684
73221,0.115890253
