RefId,Weight(40Log/60NB)
73015,0.075675615
73016,0.095449179
73017,0.026853239
73018,0.441632903
73019,0.595858229
73020,0.039281934
73021,0.025120487
73022,0.356045739
73023,0.117668695
73024,0.225115596
73025,0.077517292
73026,0.869869553
73027,0.189525589
73028,0.045754192
73029,0.068994637
73030,0.024050559
73031,0.155996631
73032,0.122839664
73033,0.03650322
73034,0.03212374
73035,0.033457622
73036,0.321049374
73037,0.473384301
73038,0.138966714
73039,0.318800784
73040,0.16537729
73041,0.83758047
73042,0.185140865
73043,0.301879049
73044,0.066372714
73045,0.210762888
73046,0.219832731
73047,0.419960584
73048,0.444109685
73049,0.304887788
73050,0.016929872
73051,0.288353171
73052,0.86685536
73053,0.790700631
73054,0.074032058
73055,0.508265137
73056,0.145143455
73057,0.380129157
73058,0.331840957
73059,0.019955132
73060,0.296092249
73061,0.190866359
73062,0.150775345
73063,0.068736813
73064,0.015247679
73065,0.249445775
73066,0.019224007
73067,0.168778703
73068,0.203523074
73069,0.052174427
73070,0.021494768
73071,0.293582215
73072,0.320680369
73073,0.359739843
73074,0.058021362
73075,0.300744184
73076,0.217773608
73077,0.026102242
73078,0.432238368
73079,0.395671526
73080,0.187350885
73081,0.275259687
73082,0.280005463
73083,0.07603039
73084,0.18507971
73085,0.028821701
73086,0.582870355
73087,0.256878658
73088,0.082928989
73089,0.470881509
73090,0.462762218
73091,0.256527912
73092,0.027562519
73093,0.223726817
73094,0.3457588
73095,0.486025159
73096,0.370648834
73097,0.214592955
73098,0.033108917
73099,0.185900477
73100,0.01873029
73101,0.441871685
73102,0.295336008
73103,0.150524992
73104,0.8417415
73105,0.569393565
73106,0.298048106
73107,0.533320085
73108,0.174453517
73109,0.399859077
73110,0.305810524
73111,0.344590676
73112,0.397814337
73113,0.358332035
73114,0.303503239
73115,0.152475505
73116,0.321662605
73117,0.410933616
73118,0.34278452
73119,0.840752674
73120,0.837937586
73121,0.286408229
73122,0.247121962
73123,0.275441251
73124,0.468146192
73125,0.020029291
73126,0.472216288
73127,0.490570915
73128,0.462820019
73129,0.260482623
73130,0.205809576
73131,0.191752513
73132,0.376427188
73133,0.022539471
73134,0.414760888
73135,0.114278472
73136,0.291049201
73137,0.870346689
73138,0.292785944
73139,0.250899688
73140,0.895319262
73141,0.076170918
73142,0.470206878
73143,0.407217785
73144,0.089142265
73145,0.362804191
73146,0.474939565
73147,0.155903165
73148,0.035080264
73149,0.351052764
73150,0.196489256
73151,0.574773742
73152,0.023317992
73153,0.408791868
73154,0.465585386
73155,0.29430359
73156,0.301816532
73157,0.350912189
73158,0.168423967
73159,0.115571742
73160,0.811881907
73161,0.324973882
73162,0.87028306
73163,0.194165941
73164,0.380250335
73165,0.5231439
73166,0.397684893
73167,0.155913035
73168,0.06320407
73169,0.576855413
73170,0.025495841
73171,0.414716359
73172,0.396074002
73173,0.112974206
73174,0.026186562
73175,0.312543015
73176,0.41585374
73177,0.328779045
73178,0.456761958
73179,0.02449298
73180,0.061367867
73181,0.402399158
73182,0.30093064
73183,0.56983642
73184,0.046125812
73185,0.578339961
73186,0.354174795
73187,0.35921339
73188,0.23905611
73189,0.112697436
73190,0.404175187
73191,0.869704126
73192,0.870325194
73193,0.205060101
73194,0.500260897
73195,0.212833734
73196,0.355393767
73197,0.839986796
73198,0.045424961
73199,0.24205115
73200,0.450609786
73201,0.466970268
73202,0.84106588
73203,0.346708965
73204,0.338376227
73205,0.350328667
73206,0.350353443
73207,0.152923735
73208,0.311955476
73209,0.324625176
73210,0.213281301
73211,0.2998078
73212,0.238548658
73213,0.354273668
73214,0.368977185
73215,0.510530374
73216,0.199512079
73217,0.462217494
73218,0.335371292
73219,0.474097481
73220,0.349529594
73221,0.400076966
73222,0.334118846
73223,0.194241837
73224,0.061282859
73225,0.417937889
73226,0.2713371
73227,0.309617287
73228,0.459460814
73229,0.2469245
73230,0.188725587
73231,0.460583766
73232,0.914025366
73233,0.869930648
73234,0.349869338
73235,0.385877123
73236,0.437915848
73237,0.349755106
73238,0.132872641
73239,0.304134107
73240,0.228936301
73241,0.159355638
73242,0.381244538
73243,0.837868519
73244,0.083958312
73245,0.227449743
73246,0.870401693
73247,0.360973955
73248,0.206643166
73249,0.136812226
73250,0.302838853
73251,0.02554662
73252,0.194072392
73253,0.027300287
73254,0.436699915
73255,0.242688074
73256,0.252885277
73257,0.340794513
73258,0.419415307
73259,0.34486118
73260,0.360972559
73261,0.841746866
73262,0.425196881
73263,0.387896048
73264,0.355012598
73265,0.344396387
73266,0.21936631
73267,0.092046895
73268,0.256230597
73269,0.28309081
73270,0.240143274
73271,0.090232953
73272,0.91415987
73273,0.408338693
73274,0.475010618
73275,0.841643008
73276,0.081232697
73277,0.02275387
73278,0.034975808
73279,0.068857447
73280,0.349116363
73281,0.027051979
73282,0.329869444
73283,0.097244493
73284,0.531802356
73285,0.332438696
73286,0.840046365
73287,0.399381222
73288,0.10597591
73289,0.115281912
73290,0.252977672
73291,0.532459668
73292,0.298119031
73293,0.292157397
73294,0.26360063
73295,0.869911654
73296,0.233120378
73297,0.476020961
73298,0.272487168
73299,0.357728899
73300,0.150489949
73301,0.370599663
73302,0.061507573
73303,0.429059879
73304,0.33844987
73305,0.841119357
73306,0.870383381
73307,0.262460064
73308,0.39440748
73309,0.391385386
73310,0.579506182
73311,0.462968469
73312,0.537846353
73313,0.452995779
73314,0.423067326
73315,0.298152656
73316,0.915874865
73317,0.339354992
73318,0.41299646
73319,0.076056282
73320,0.07617568
73321,0.167693522
73322,0.246076099
73323,0.329934273
73324,0.793838851
73325,0.798901603
73326,0.810531539
73327,0.374096983
73328,0.022760082
73329,0.115271825
73330,0.033341511
73331,0.03060582
73332,0.052815282
73333,0.391897609
73334,0.478324076
73335,0.091708303
73336,0.405601603
73337,0.034981387
73338,0.036026355
73339,0.870132657
73340,0.789630339
73341,0.447618112
73342,0.467437352
73343,0.231449033
73344,0.033069216
73345,0.34857501
73346,0.217071244
73347,0.065023569
73348,0.397342002
73349,0.931735357
73350,0.029522527
73351,0.127920837
73352,0.029966839
73353,0.793838851
73354,0.084629989
73355,0.333167067
73356,0.0406952
73357,0.399092906
73358,0.147635529
73359,0.03036477
73360,0.251766362
73361,0.06937766
73362,0.018155226
73363,0.072628804
73364,0.024379719
73365,0.213400886
73366,0.028931183
73367,0.10532443
73368,0.180919609
73369,0.016315054
73370,0.027104375
73371,0.02146796
73372,0.016671305
73373,0.024043883
73374,0.810194723
73375,0.344379469
73376,0.476476344
73377,0.310189844
73378,0.233829795
73379,0.126699668
73380,0.028980665
73381,0.483693137
73382,0.077087956
73383,0.125277236
73384,0.28072062
73385,0.171148872
73386,0.025679859
73387,0.017080444
73388,0.118045491
73389,0.068781514
73390,0.036329214
73391,0.026533818
73392,0.443544939
73393,0.028710656
73394,0.360512285
73395,0.024432677
73396,0.410517049
73397,0.023301873
73398,0.016731173
73399,0.181702516
73400,0.489280182
73401,0.024590088
73402,0.249170895
73403,0.278426651
73404,0.408702211
73405,0.22885038
73406,0.01596263
73407,0.840176795
73408,0.01583806
73409,0.066177903
73410,0.027945496
73411,0.019418637
73412,0.184384676
73413,0.121252425
73414,0.84167356
73415,0.020999849
73416,0.01646267
73417,0.895134572
73418,0.840862977
73419,0.933030718
73420,0.017370632
73421,0.237404343
73422,0.841232794
73423,0.236464862
73424,0.895301096
73425,0.313010165
73426,0.059337659
73427,0.015461161
73428,0.015067309
73429,0.032934719
73430,0.03751698
73431,0.063153898
73432,0.015669391
73433,0.139902133
73434,0.031828351
73435,0.088927973
73436,0.05108952
73437,0.083303564
73438,0.015204576
73439,0.050182449
73440,0.793072592
73441,0.330400189
73442,0.032808981
73443,0.024718565
73444,0.141846867
73445,0.266371865
73446,0.048098824
73447,0.206279521
73448,0.054653499
73449,0.348737258
73450,0.405933665
73451,0.303107136
73452,0.158693107
73453,0.192648904
73454,0.347833717
73455,0.247599841
73456,0.571727703
73457,0.356996715
73458,0.790955372
73459,0.334951291
73460,0.59033132
73461,0.870290991
73462,0.526564582
73463,0.336145692
73464,0.597208128
73465,0.300406319
73466,0.370625741
73467,0.913931948
73468,0.411294858
73469,0.242544772
73470,0.259484299
73471,0.469670068
73472,0.394374758
73473,0.52822457
73474,0.052477302
73475,0.035163214
73476,0.325817865
73477,0.869543517
73478,0.468924972
73479,0.192384506
73480,0.894576216
73481,0.427908166
73482,0.38424141
73483,0.472215517
73484,0.03535831
73485,0.281260697
73486,0.870407861
73487,0.021985914
73488,0.194864654
73489,0.099682208
73490,0.028646933
73491,0.870407861
73492,0.242130439
73493,0.89532589
73494,0.443393756
73495,0.195474109
73496,0.302834766
73497,0.244658012
73498,0.870559093
73499,0.324698593
73500,0.277337909
73501,0.364593147
73502,0.238864023
73503,0.360018029
73504,0.381389511
73505,0.045707242
73506,0.356094333
73507,0.830662146
73508,0.22922916
73509,0.531333103
73510,0.382783005
73511,0.107051868
73512,0.274665063
73513,0.030205174
73514,0.121908627
73515,0.044532716
73516,0.022408322
73517,0.330440995
73518,0.434393217
73519,0.33189339
73520,0.822991901
73521,0.333226313
73522,0.388386519
73523,0.243410359
73524,0.914464467
73525,0.109552341
73526,0.272324459
73527,0.259543588
73528,0.21745928
73529,0.226736488
73530,0.305965761
73531,0.406397808
73532,0.304762363
73533,0.215498771
73534,0.101369713
73535,0.270069667
73536,0.24772599
73537,0.870384343
73538,0.033632497
73539,0.4682203
73540,0.572967861
73541,0.028710126
73542,0.226397503
73543,0.11599783
73544,0.07262637
73545,0.273222342
73546,0.132633642
73547,0.174598491
73548,0.448878723
73549,0.868253986
73550,0.780970238
73551,0.481010142
73552,0.52896756
73553,0.266359624
73554,0.396600893
73555,0.077670297
73556,0.351985411
73557,0.272610772
73558,0.288584044
73559,0.036290728
73560,0.933304525
73561,0.256741489
73562,0.225903968
73563,0.260850545
73564,0.508665558
73565,0.211503747
73566,0.870384236
73567,0.799292914
73568,0.470822781
73569,0.275849578
73570,0.455708079
73571,0.342847627
73572,0.152981769
73573,0.40417471
73574,0.35286637
73575,0.15935889
73576,0.412368077
73577,0.323376709
73578,0.109266774
73579,0.473107047
73580,0.296265955
73581,0.892652449
73582,0.123299804
73583,0.584117218
73584,0.252724533
73585,0.155303017
73586,0.263280945
73587,0.894804637
73588,0.305729187
73589,0.502016729
73590,0.242756807
73591,0.037689354
73592,0.188014855
73593,0.231704548
73594,0.250081563
73595,0.290730271
73596,0.915502033
73597,0.413599187
73598,0.025899294
73599,0.041668336
73600,0.350354716
73601,0.240472532
73602,0.213464799
73603,0.031695826
73604,0.302569918
73605,0.33865082
73606,0.031981191
73607,0.418281122
73608,0.418669206
73609,0.584058612
73610,0.41053135
73611,0.334801565
73612,0.893772144
73613,0.031476914
73614,0.473923531
73615,0.582447551
73616,0.177421669
73617,0.261518633
73618,0.392337824
73619,0.394158911
73620,0.352276699
73621,0.131991751
73622,0.256467173
73623,0.419264736
73624,0.4028625
73625,0.049990257
73626,0.317888923
73627,0.044491632
73628,0.120105412
73629,0.062313453
73630,0.066409393
73631,0.475306813
73632,0.24387636
73633,0.58260326
73634,0.255669799
73635,0.24387636
73636,0.583055727
73637,0.227826699
73638,0.031853446
73639,0.392137566
73640,0.253546282
73641,0.027538376
73642,0.031721124
73643,0.296377747
73644,0.384200466
73645,0.475420334
73646,0.915797766
73647,0.027617026
73648,0.326027446
73649,0.915718179
73650,0.869996241
73651,0.291269764
73652,0.869748333
73653,0.895316724
73654,0.841420963
73655,0.895319901
73656,0.870412506
73657,0.89525857
73658,0.833262522
73659,0.914717066
73660,0.89532525
73661,0.83713644
73662,0.840943882
73663,0.841186757
73664,0.915895195
73665,0.841739445
73666,0.475531359
73667,0.419963541
73668,0.295334408
73669,0.476154656
73670,0.532627625
73671,0.350744763
73672,0.304626566
73673,0.471819148
73674,0.276427063
73675,0.415014307
73676,0.332545877
73677,0.298191683
73678,0.476111685
73679,0.362046174
73680,0.473101734
73681,0.588921877
73682,0.476636207
73683,0.415458157
73684,0.256047469
73685,0.305119732
73686,0.411037121
73687,0.361459661
73688,0.463605895
73689,0.333696765
73690,0.351367096
73691,0.264541077
73692,0.285601915
73693,0.025370554
73694,0.419133629
73695,0.473894954
73696,0.282004335
73697,0.248120075
73698,0.419705382
73699,0.240143274
73700,0.532257232
73701,0.279787162
73702,0.14973624
73703,0.475887257
73704,0.476382011
73705,0.262189383
73706,0.578443148
73707,0.413056265
73708,0.301461644
73709,0.29575637
73710,0.303671969
73711,0.29689262
73712,0.476586284
73713,0.263584371
73714,0.474758934
73715,0.360022042
73716,0.356012628
73717,0.417210066
73718,0.356004505
73719,0.199896718
73720,0.025329619
73721,0.307628936
