RefId,Weight(60Log/40NB)
73015,0.078614108
73016,0.091330345
73017,0.040131373
73018,0.353053907
73019,0.580110213
73020,0.048139625
73021,0.037628832
73022,0.284100738
73023,0.106345978
73024,0.337438225
73025,0.079562932
73026,0.820284976
73027,0.284287603
73028,0.065911056
73029,0.073842808
73030,0.03594007
73031,0.1417943
73032,0.103506874
73033,0.041177984
73034,0.047098787
73035,0.049815912
73036,0.245190071
73037,0.364987081
73038,0.114380333
73039,0.24418915
73040,0.130645047
73041,0.780826289
73042,0.146145301
73043,0.233490148
73044,0.063629348
73045,0.191557295
73046,0.17055699
73047,0.328907054
73048,0.345857092
73049,0.227859369
73050,0.025394809
73051,0.223956301
73052,0.817271976
73053,0.730345371
73054,0.073975185
73055,0.40116897
73056,0.121949934
73057,0.292308341
73058,0.25574347
73059,0.029911247
73060,0.232929048
73061,0.148231306
73062,0.122081196
73063,0.069022904
73064,0.022871507
73065,0.198307775
73066,0.028836011
73067,0.137663594
73068,0.160378778
73069,0.054784939
73070,0.032237388
73071,0.227556293
73072,0.251983759
73073,0.278285463
73074,0.063544366
73075,0.231412598
73076,0.17045181
73077,0.036514082
73078,0.336968614
73079,0.301787269
73080,0.149636155
73081,0.211487329
73082,0.211414182
73083,0.07686589
73084,0.148636329
73085,0.042336736
73086,0.463900964
73087,0.201564164
73088,0.079252271
73089,0.362886484
73090,0.357457359
73091,0.196142337
73092,0.040921613
73093,0.178165486
73094,0.261402037
73095,0.386828477
73096,0.285854688
73097,0.173951446
73098,0.045766111
73099,0.148098012
73100,0.028095436
73101,0.355420052
73102,0.226353443
73103,0.126220872
73104,0.783131035
73105,0.453405097
73106,0.230901047
73107,0.424277582
73108,0.141508035
73109,0.306381088
73110,0.235273583
73111,0.2612627
73112,0.304670812
73113,0.277864826
73114,0.240935854
73115,0.126067982
73116,0.255351266
73117,0.313719337
73118,0.262776799
73119,0.782885078
73120,0.781069914
73121,0.231045369
73122,0.212344909
73123,0.208824503
73124,0.366917115
73125,0.030043936
73126,0.363995318
73127,0.386998882
73128,0.358693183
73129,0.20118043
73130,0.159172741
73131,0.155368339
73132,0.291679678
73133,0.033207322
73134,0.327963027
73135,0.106977576
73136,0.232108881
73137,0.821193535
73138,0.234012988
73139,0.194726032
73140,0.854270225
73141,0.071542874
73142,0.363143213
73143,0.31641261
73144,0.083073868
73145,0.281271299
73146,0.365885989
73147,0.124916452
73148,0.047510649
73149,0.265324719
73150,0.16265434
73151,0.457199172
73152,0.03087466
73153,0.312377531
73154,0.360694157
73155,0.221167319
73156,0.226209237
73157,0.272534187
73158,0.142918708
73159,0.106065258
73160,0.744793522
73161,0.264206012
73162,0.821190167
73163,0.159856332
73164,0.29247007
73165,0.410237722
73166,0.305066941
73167,0.129459566
73168,0.061719029
73169,0.45905438
73170,0.036368407
73171,0.316153375
73172,0.303563207
73173,0.10080227
73174,0.039212943
73175,0.239689361
73176,0.316816114
73177,0.260229891
73178,0.354547952
73179,0.033368236
73180,0.067116565
73181,0.308226749
73182,0.231192664
73183,0.454004154
73184,0.053056105
73185,0.459949767
73186,0.26725748
73187,0.274289064
73188,0.192918291
73189,0.10083606
73190,0.309366988
73191,0.820937743
73192,0.82088892
73193,0.158376469
73194,0.393080521
73195,0.171191264
73196,0.26819949
73197,0.782422612
73198,0.047271257
73199,0.186249309
73200,0.349775964
73201,0.360065692
73202,0.783056397
73203,0.265906448
73204,0.256990973
73205,0.268083115
73206,0.264207774
73207,0.130973193
73208,0.238763035
73209,0.25236881
73210,0.169074066
73211,0.238374378
73212,0.184010339
73213,0.270699137
73214,0.28667458
73215,0.400624758
73216,0.154634295
73217,0.357466083
73218,0.264336023
73219,0.365815225
73220,0.268015308
73221,0.306181323
73222,0.254411978
73223,0.153963258
73224,0.065802407
73225,0.317966223
73226,0.208295744
73227,0.237451422
73228,0.35566622
73229,0.194688638
73230,0.15038068
73231,0.355804731
73232,0.87963245
73233,0.820357443
73234,0.273818243
73235,0.297509151
73236,0.340527472
73237,0.268442998
73238,0.112270659
73239,0.233288162
73240,0.179177805
73241,0.131886698
73242,0.29738672
73243,0.781022913
73244,0.076982417
73245,0.185442313
73246,0.821168196
73247,0.27939376
73248,0.159583783
73249,0.112439933
73250,0.229562419
73251,0.03831819
73252,0.156650142
73253,0.040430556
73254,0.33518041
73255,0.192235629
73256,0.195814288
73257,0.265455513
73258,0.330071851
73259,0.264909407
73260,0.275736668
73261,0.783149388
73262,0.331783488
73263,0.297809979
73264,0.271110542
73265,0.261165608
73266,0.170327042
73267,0.078173188
73268,0.200963194
73269,0.2160573
73270,0.326762182
73271,0.078175142
73272,0.879766581
73273,0.333502258
73274,0.366378518
73275,0.783280337
73276,0.070661081
73277,0.034130797
73278,0.050975698
73279,0.082830202
73280,0.275605817
73281,0.037519741
73282,0.38657963
73283,0.09088242
73284,0.415617426
73285,0.262272567
73286,0.782459981
73287,0.306289727
73288,0.097150602
73289,0.109135221
73290,0.196626922
73291,0.416067851
73292,0.223916292
73293,0.222492968
73294,0.203524058
73295,0.820334765
73296,0.202656424
73297,0.366695653
73298,0.348324778
73299,0.273663386
73300,0.122333459
73301,0.299301031
73302,0.092260855
73303,0.336513911
73304,0.2562528
73305,0.783083827
73306,0.821183227
73307,0.200029589
73308,0.302563476
73309,0.305242588
73310,0.46065864
73311,0.362990553
73312,0.426629247
73313,0.355454111
73314,0.341161849
73315,0.226596445
73316,0.881631079
73317,0.257066129
73318,0.315240441
73319,0.077338908
73320,0.078644716
73321,0.13762727
73322,0.186173765
73323,0.262572645
73324,0.7325433
73325,0.736092579
73326,0.744046427
73327,0.2891908
73328,0.033393947
73329,0.10552333
73330,0.044397301
73331,0.039630264
73332,0.060667313
73333,0.301332646
73334,0.378657337
73335,0.087654677
73336,0.31474129
73337,0.049817016
73338,0.049199181
73339,0.82060972
73340,0.76137587
73341,0.356899172
73342,0.361667439
73343,0.320966022
73344,0.04593627
73345,0.263640317
73346,0.167148268
73347,0.074702278
73348,0.309412565
73349,0.90355488
73350,0.041100039
73351,0.119232499
73352,0.041545825
73353,0.7325433
73354,0.081115022
73355,0.269127029
73356,0.054173856
73357,0.316519582
73358,0.126587858
73359,0.039676971
73360,0.223648811
73361,0.069066677
73362,0.027232555
73363,0.072911764
73364,0.03472414
73365,0.164416997
73366,0.041116385
73367,0.095839583
73368,0.165533756
73369,0.024471576
73370,0.036925945
73371,0.032136891
73372,0.025001058
73373,0.034071358
73374,0.743837121
73375,0.264585662
73376,0.371732416
73377,0.242444415
73378,0.193327983
73379,0.10720603
73380,0.039628289
73381,0.381295598
73382,0.076055615
73383,0.115463383
73384,0.224812187
73385,0.136204456
73386,0.035887585
73387,0.025568971
73388,0.106620662
73389,0.070443886
73390,0.05084168
73391,0.039442361
73392,0.354139063
73393,0.041243954
73394,0.287248448
73395,0.036586938
73396,0.313556357
73397,0.034034353
73398,0.02508631
73399,0.156870683
73400,0.396972248
73401,0.036773947
73402,0.211495767
73403,0.228769875
73404,0.320172268
73405,0.207360518
73406,0.023943806
73407,0.783382107
73408,0.02375709
73409,0.068896922
73410,0.041510853
73411,0.029125746
73412,0.15928873
73413,0.110268445
73414,0.782986666
73415,0.031432104
73416,0.024693507
73417,0.85385561
73418,0.782947162
73419,0.904938158
73420,0.026055947
73421,0.195282687
73422,0.783139532
73423,0.194888613
73424,0.854137812
