RefId,Weight(20Log/80NB)
73015,0.072737123
73016,0.099568013
73017,0.013575106
73018,0.530211898
73019,0.611606244
73020,0.030424244
73021,0.012612141
73022,0.427990741
73023,0.128991411
73024,0.112792966
73025,0.075471652
73026,0.919454129
73027,0.094763574
73028,0.025597329
73029,0.064146465
73030,0.012161049
73031,0.170198961
73032,0.142172455
73033,0.031828457
73034,0.017148692
73035,0.017099333
73036,0.396908676
73037,0.581781522
73038,0.163553094
73039,0.393412417
73040,0.200109534
73041,0.89433465
73042,0.224136428
73043,0.370267951
73044,0.069116079
73045,0.229968481
73046,0.269108473
73047,0.511014113
73048,0.542362277
73049,0.381916206
73050,0.008464936
73051,0.35275004
73052,0.916438745
73053,0.85105589
73054,0.074088931
73055,0.615361304
73056,0.168336975
73057,0.467949972
73058,0.407938445
73059,0.009999016
73060,0.359255451
73061,0.233501413
73062,0.179469493
73063,0.068450723
73064,0.007623852
73065,0.300583775
73066,0.009612004
73067,0.199893813
73068,0.246667371
73069,0.049563916
73070,0.010752149
73071,0.359608136
73072,0.38937698
73073,0.441194224
73074,0.052498357
73075,0.370075769
73076,0.265095407
73077,0.015690401
73078,0.527508121
73079,0.489555782
73080,0.225065615
73081,0.339032046
73082,0.348596743
73083,0.075194889
73084,0.221523092
73085,0.015306667
73086,0.701839745
73087,0.312193151
73088,0.086605708
73089,0.578876535
73090,0.568067076
73091,0.316913486
73092,0.014203426
73093,0.269288148
73094,0.430115562
73095,0.585221841
73096,0.455442981
73097,0.255234464
73098,0.020451724
73099,0.223702943
73100,0.009365145
73101,0.528323319
73102,0.364318573
73103,0.174829112
73104,0.900351966
73105,0.685382034
73106,0.365195166
73107,0.642362588
73108,0.207398999
73109,0.493337067
73110,0.376347465
73111,0.427918653
73112,0.490957861
73113,0.438799245
73114,0.366070623
73115,0.178883027
73116,0.387973943
73117,0.508147896
73118,0.422792242
73119,0.898620271
73120,0.894805259
73121,0.341771089
73122,0.281899014
73123,0.342058
73124,0.569375268
73125,0.010014646
73126,0.580437259
73127,0.594142947
73128,0.566946854
73129,0.319784817
73130,0.252446412
73131,0.228136688
73132,0.461174699
73133,0.011871619
73134,0.50155875
73135,0.121579369
73136,0.34998952
73137,0.919499842
73138,0.3515589
73139,0.307073343
73140,0.9363683
73141,0.080798961
73142,0.577270542
73143,0.49802296
73144,0.095210663
73145,0.444337084
73146,0.583993141
73147,0.186889877
73148,0.02264988
73149,0.436780808
73150,0.230324171
73151,0.692348313
73152,0.015761323
73153,0.505206206
73154,0.570476616
73155,0.36743986
73156,0.377423826
73157,0.429290192
73158,0.193929227
73159,0.125078225
73160,0.878970291
73161,0.385741753
73162,0.919375954
73163,0.228475551
73164,0.468030601
73165,0.636050079
73166,0.490302846
73167,0.182366504
73168,0.064689112
73169,0.694656447
73170,0.014623276
73171,0.513279344
73172,0.488584796
73173,0.125146143
73174,0.01316018
73175,0.38539667
73176,0.514891367
73177,0.397328198
73178,0.558975963
73179,0.015617723
73180,0.055619168
73181,0.496571566
73182,0.370668615
73183,0.685668687
73184,0.039195519
73185,0.696730155
73186,0.441092109
73187,0.444137717
73188,0.28519393
73189,0.124558812
73190,0.498983387
73191,0.91847051
73192,0.919761469
73193,0.251743734
73194,0.607441272
73195,0.254476205
73196,0.442588044
73197,0.897550979
73198,0.043578664
73199,0.29785299
73200,0.551443609
73201,0.573874845
73202,0.899075364
73203,0.427511481
73204,0.41976148
73205,0.432574219
73206,0.436499112
73207,0.174874276
73208,0.385147916
73209,0.396881543
73210,0.257488537
73211,0.361241223
73212,0.293086978
73213,0.437848198
73214,0.451279789
73215,0.620435991
73216,0.244389862
73217,0.566968904
73218,0.406406562
73219,0.582379736
73220,0.431043879
73221,0.493972609
73222,0.413825715
73223,0.234520416
73224,0.05676331
73225,0.517909554
73226,0.334378456
73227,0.381783151
73228,0.563255407
73229,0.299160361
73230,0.227070495
73231,0.5653628
73232,0.948418281
73233,0.919503854
73234,0.425920433
73235,0.474245096
73236,0.535304223
73237,0.431067213
73238,0.153474624
73239,0.374980053
73240,0.278694797
73241,0.186824577
73242,0.465102357
73243,0.894714124
73244,0.090934207
73245,0.269457174
73246,0.919635191
73247,0.442554149
73248,0.253702548
73249,0.161184518
73250,0.376115286
73251,0.01277505
73252,0.231494643
73253,0.014170019
73254,0.538219419
73255,0.293140519
73256,0.309956267
73257,0.416133514
73258,0.508758762
73259,0.424812954
73260,0.446208449
73261,0.900344345
73262,0.518610275
73263,0.477982117
73264,0.438914655
73265,0.427627166
73266,0.268405579
73267,0.105920601
73268,0.311497999
73269,0.350124321
73270,0.153524365
73271,0.102290763
73272,0.948553159
73273,0.483175129
73274,0.583642719
73275,0.900005678
73276,0.091804313
73277,0.011376943
73278,0.018975917
73279,0.054884691
73280,0.42262691
73281,0.016584218
73282,0.273159259
73283,0.103606567
73284,0.647987287
73285,0.402604826
73286,0.897632748
73287,0.492472717
73288,0.114801219
73289,0.121428602
73290,0.309328423
73291,0.648851484
73292,0.372321771
73293,0.361821825
73294,0.323677201
73295,0.919488543
73296,0.263584333
73297,0.585346268
73298,0.196649557
73299,0.441794413
73300,0.178646439
73301,0.441898295
73302,0.030754292
73303,0.521605846
73304,0.420646939
73305,0.899154887
73306,0.919583535
73307,0.324890538
73308,0.486251484
73309,0.477528183
73310,0.698353725
73311,0.562946384
73312,0.649063459
73313,0.550537448
73314,0.504972802
73315,0.369708866
73316,0.950118651
73317,0.421643854
73318,0.510752478
73319,0.074773656
73320,0.073706645
73321,0.197759773
73322,0.305978432
73323,0.3972959
73324,0.855134402
73325,0.861710626
73326,0.877016652
73327,0.459003165
73328,0.012126216
73329,0.125020321
73330,0.02228572
73331,0.021581377
73332,0.04496325
73333,0.482462573
73334,0.577990815
73335,0.095761928
73336,0.496461917
73337,0.020145757
73338,0.02285353
73339,0.919655593
73340,0.817884807
73341,0.538337053
73342,0.573207264
73343,0.141932044
73344,0.020202163
73345,0.433509704
73346,0.266994221
73347,0.055344861
73348,0.485271439
73349,0.959915833
73350,0.017945014
73351,0.136609175
73352,0.018387852
73353,0.855134402
73354,0.088144956
73355,0.397207104
73356,0.027216544
73357,0.481666231
73358,0.168683201
73359,0.021052568
73360,0.279883912
73361,0.069688643
73362,0.009077896
73363,0.072345845
73364,0.014035297
73365,0.262384776
73366,0.01674598
73367,0.114809276
73368,0.196305462
73369,0.008158532
73370,0.017282806
73371,0.01079903
73372,0.008341553
73373,0.014016407
73374,0.876552326
73375,0.424173277
73376,0.581220271
73377,0.377935272
73378,0.274331607
73379,0.146193307
73380,0.018333042
73381,0.586090677
73382,0.078120298
73383,0.135091088
73384,0.336629053
73385,0.206093287
73386,0.015472134
73387,0.008591916
73388,0.129470321
73389,0.067119141
73390,0.021816748
73391,0.013625276
73392,0.532950816
73393,0.016177358
73394,0.433776121
73395,0.012278415
73396,0.507477742
73397,0.012569394
73398,0.008376037
73399,0.20653435
73400,0.581588115
73401,0.01240623
73402,0.286846023
73403,0.328083426
73404,0.497232155
73405,0.250340241
73406,0.007981455
73407,0.896971484
73408,0.00791903
73409,0.063458885
73410,0.01438014
73411,0.009711529
73412,0.209480622
73413,0.132236406
73414,0.900360455
73415,0.010567595
73416,0.008231832
73417,0.936413534
73418,0.898778793
73419,0.961123279
73420,0.008685317
73421,0.279526
73422,0.899326055
73423,0.278041111
73424,0.936464381
73425,0.371270435
73426,0.054221682
73427,0.007730582
73428,0.007533655
73429,0.020245512
73430,0.027559873
73431,0.056597083
73432,0.007834702
73433,0.146517633
73434,0.016190743
73435,0.091451573
73436,0.043190777
73437,0.08352188
73438,0.0076023
73439,0.036477158
73440,0.854178083
73441,0.39404334
73442,0.017182074
73443,0.014485417
73444,0.164526796
73445,0.297772274
73446,0.036398493
73447,0.238625824
73448,0.048211286
73449,0.429986305
73450,0.502285709
73451,0.37344584
73452,0.173829413
73453,0.234835088
73454,0.429282233
73455,0.298811167
73456,0.687696252
73457,0.438507684
73458,0.851387077
73459,0.415054465
73460,0.706223246
73461,0.919390593
73462,0.641251553
73463,0.416913634
73464,0.714261207
73465,0.364893386
73466,0.453147225
73467,0.948557727
73468,0.509703241
73469,0.2827029
73470,0.31573286
73471,0.577274286
73472,0.486284857
73473,0.642580141
73474,0.037138724
73475,0.020967927
73476,0.394379699
73477,0.919171044
73478,0.576162793
73479,0.219884577
73480,0.935986875
73481,0.520270473
73482,0.472601107
73483,0.580185006
73484,0.027806556
73485,0.347148066
73486,0.9197502
73487,0.011484038
73488,0.227800794
73489,0.111314648
73490,0.01463775
73491,0.9197502
73492,0.294843571
73493,0.9364166
73494,0.541220415
73495,0.228735866
73496,0.371948898
73497,0.290620291
73498,0.91984994
73499,0.401270425
73500,0.342368662
73501,0.441912656
73502,0.290711482
73503,0.441057182
73504,0.458180842
73505,0.035274811
73506,0.436383345
73507,0.88322611
73508,0.283427566
73509,0.646716844
73510,0.465564562
73511,0.114290503
73512,0.337975926
73513,0.015204475
73514,0.133478798
73515,0.033902164
73516,0.011907918
73517,0.410360818
73518,0.523294112
73519,0.41073851
73520,0.876858168
73521,0.404200182
73522,0.47813874
73523,0.297982833
73524,0.948615545
73525,0.110280905
73526,0.336004385
73527,0.317447755
73528,0.267545324
73529,0.273965529
73530,0.377302657
73531,0.496181498
73532,0.370570925
73533,0.260824479
73534,0.117028061
73535,0.328117625
73536,0.302089627
73537,0.919767223
73538,0.026704939
73539,0.56166576
73540,0.687990782
73541,0.020907006
73542,0.276272335
73543,0.132206992
73544,0.039084261
73545,0.328347746
73546,0.15141813
73547,0.210342271
73548,0.548195998
73549,0.916699389
73550,0.838387219
73551,0.587168844
73552,0.638482059
73553,0.327141293
73554,0.478291689
73555,0.080736385
73556,0.428864367
73557,0.327590817
73558,0.357974094
73559,0.025533572
