RefId,Weight(70Log/30NB)
73015,0.080083354
73016,0.089270928
73017,0.046770439
73018,0.308764409
73019,0.572236206
73020,0.05256847
73021,0.043883005
73022,0.248128237
73023,0.10068462
73024,0.39359954
73025,0.080585752
73026,0.795492688
73027,0.33166861
73028,0.075989487
73029,0.076266894
73030,0.041884825
73031,0.134693135
73032,0.093840478
73033,0.043515365
73034,0.054586311
73035,0.057995056
73036,0.20726042
73037,0.310788471
73038,0.102087143
73039,0.206883334
73040,0.113278925
73041,0.752449199
73042,0.126647519
73043,0.199295697
73044,0.062257665
73045,0.181954499
73046,0.145919119
73047,0.283380289
73048,0.296730796
73049,0.18934516
73050,0.029627277
73051,0.191757866
73052,0.792480283
73053,0.700167741
73054,0.073946749
73055,0.347620887
73056,0.110353174
73057,0.248397934
73058,0.217694726
73059,0.034889305
73060,0.201347447
73061,0.126913779
73062,0.107734122
73063,0.069165949
73064,0.026683421
73065,0.172738775
73066,0.033642013
73067,0.122106039
73068,0.138806629
73069,0.056090194
73070,0.037608697
73071,0.194543333
73072,0.217635454
73073,0.237558273
73074,0.066305868
73075,0.196746805
73076,0.146790911
73077,0.041720003
73078,0.289333738
73079,0.254845141
73080,0.13077879
73081,0.179601149
73082,0.177118542
73083,0.077283641
73084,0.130414638
73085,0.049094253
73086,0.404416269
73087,0.173906918
73088,0.077413911
73089,0.308888971
73090,0.30480493
73091,0.16594955
73092,0.04760116
73093,0.155384821
73094,0.219223656
73095,0.337230136
73096,0.243457615
73097,0.153630692
73098,0.052094707
73099,0.129196779
73100,0.032778008
73101,0.312194235
73102,0.191862161
73103,0.114068812
73104,0.753825802
73105,0.395410862
73106,0.197327517
73107,0.369756331
73108,0.125035294
73109,0.259642093
73110,0.200005113
73111,0.219598711
73112,0.25809905
73113,0.237631221
73114,0.209652162
73115,0.112864221
73116,0.222195597
73117,0.265112197
73118,0.222772938
73119,0.753951279
73120,0.752636078
73121,0.203363939
73122,0.194956383
73123,0.175516128
73124,0.316302577
73125,0.035051259
73126,0.309884833
73127,0.335212866
73128,0.306629766
73129,0.171529333
73130,0.135854323
73131,0.137176251
73132,0.249305922
73133,0.038541248
73134,0.284564096
73135,0.103327127
73136,0.202638721
73137,0.796616959
73138,0.20462651
73139,0.166639205
73140,0.833745706
73141,0.069228853
73142,0.309611381
73143,0.271010023
73144,0.080039669
73145,0.240504853
73146,0.311359201
73147,0.109423096
73148,0.053725841
73149,0.222460697
73150,0.145736882
73151,0.398411887
73152,0.034652995
73153,0.264170362
73154,0.308248542
73155,0.184599184
73156,0.18840559
73157,0.233345185
73158,0.130166078
73159,0.101312017
73160,0.71124933
73161,0.233822076
73162,0.79664372
73163,0.142701527
73164,0.248579937
73165,0.353784633
73166,0.258757965
73167,0.116232832
73168,0.060976508
73169,0.400153863
73170,0.04180469
73171,0.266871882
73172,0.25730781
73173,0.094716302
73174,0.045726134
73175,0.203262533
73176,0.267297301
73177,0.225955314
73178,0.30344095
73179,0.037805864
73180,0.069990915
73181,0.261140545
73182,0.196323677
73183,0.396088021
73184,0.056521252
73185,0.40075467
73186,0.223798823
73187,0.231826901
73188,0.169849381
73189,0.094905372
73190,0.261962888
73191,0.796554551
73192,0.796170782
73193,0.135034652
73194,0.339490334
73195,0.150370029
73196,0.224602352
73197,0.753640521
73198,0.048194406
73199,0.158348389
73200,0.299359052
73201,0.306613403
73202,0.754051655
73203,0.22550519
73204,0.216298346
73205,0.226960339
73206,0.22113494
73207,0.119997923
73208,0.202166815
73209,0.216240626
73210,0.146970448
73211,0.207657666
73212,0.156741179
73213,0.228911872
73214,0.245523278
73215,0.34567195
73216,0.132195403
73217,0.305090378
73218,0.228818388
73219,0.311674098
73220,0.227258165
73221,0.259233502
73222,0.214558544
73223,0.133823969
73224,0.068062182
73225,0.267980391
73226,0.176775066
73227,0.20136849
73228,0.303768924
73229,0.168570707
73230,0.131208226
73231,0.303415214
73232,0.862435993
73233,0.79557084
73234,0.235792696
73235,0.253325165
73236,0.291833285
73237,0.227786944
73238,0.101969668
73239,0.197865189
73240,0.154298557
73241,0.118152229
73242,0.255457811
73243,0.75260011
73244,0.07349447
73245,0.164438598
73246,0.796551447
73247,0.238603663
73248,0.136054092
73249,0.100253787
73250,0.192924202
73251,0.044703975
73252,0.137939016
73253,0.04699569
73254,0.284420658
73255,0.167009407
73256,0.167278793
73257,0.227786013
73258,0.285400124
73259,0.22493352
73260,0.233118723
73261,0.753850648
73262,0.285076791
73263,0.252766945
73264,0.229159514
73265,0.219550219
73266,0.145807407
73267,0.071236335
73268,0.173329493
73269,0.182540545
73270,0.370071637
73271,0.072146237
73272,0.862569937
73273,0.29608404
73274,0.312062468
73275,0.754099002
73276,0.065375273
73277,0.039819261
73278,0.058975643
73279,0.08981658
73280,0.238850543
73281,0.042753621
73282,0.414934722
73283,0.087701383
73284,0.35752496
73285,0.227189502
73286,0.75366679
73287,0.25974398
73288,0.092737948
73289,0.106061876
73290,0.168451546
73291,0.357871943
73292,0.186814922
73293,0.187660754
73294,0.173485773
73295,0.795546321
73296,0.187424446
73297,0.312033
73298,0.386243584
73299,0.231630629
73300,0.108255214
73301,0.263651715
73302,0.107637496
73303,0.290240927
73304,0.215154266
73305,0.754066062
73306,0.79658315
73307,0.168814352
73308,0.256641474
73309,0.26217119
73310,0.401234868
73311,0.313001596
73312,0.371020694
73313,0.306683277
73314,0.300209111
73315,0.19081834
73316,0.864509186
73317,0.215921698
73318,0.266362432
73319,0.077980221
73320,0.079879233
73321,0.122594144
73322,0.156222598
73323,0.228891831
73324,0.701895525
73325,0.704688068
73326,0.71080387
73327,0.246737709
73328,0.03871088
73329,0.100649082
73330,0.049925197
73331,0.044142485
73332,0.064593329
73333,0.256050164
73334,0.328823968
73335,0.085627864
73336,0.269311133
73337,0.057234831
73338,0.055785593
73339,0.795848252
73340,0.747248636
73341,0.311539701
73342,0.308782483
73343,0.365724517
73344,0.052369797
73345,0.22117297
73346,0.14218678
73347,0.079541632
73348,0.265447847
73349,0.889464642
73350,0.046888796
73351,0.11488833
73352,0.047335318
73353,0.701895525
73354,0.079357539
73355,0.237107011
73356,0.060913184
73357,0.275232919
73358,0.116064022
73359,0.044333072
73360,0.209590036
73361,0.068911186
73362,0.03177122
73363,0.073053243
73364,0.039896351
73365,0.139925052
73366,0.047208987
73367,0.09109716
73368,0.15784083
73369,0.028549837
73370,0.04183673
73371,0.037471356
73372,0.029165934
73373,0.039085096
73374,0.71065832
73375,0.224688758
73376,0.319360452
73377,0.208571701
73378,0.173077077
73379,0.097459211
73380,0.044952101
73381,0.330096828
73382,0.075539444
73383,0.110556457
73384,0.196857971
73385,0.118732248
73386,0.040991447
73387,0.029813235
73388,0.100908247
73389,0.071275072
73390,0.058097913
73391,0.045896632
73392,0.309436124
73393,0.047510603
73394,0.25061653
73395,0.042664069
73396,0.265076011
73397,0.039400592
73398,0.029263878
73399,0.144454766
73400,0.350818282
73401,0.042865876
73402,0.192658203
73403,0.203941487
73404,0.275907296
73405,0.196615588
73406,0.027934393
73407,0.754984763
73408,0.027716605
73409,0.070256431
73410,0.048293531
73411,0.0339793
73412,0.146740757
73413,0.104776454
73414,0.753643219
73415,0.036648231
73416,0.028808926
73417,0.833216129
73418,0.753989254
73419,0.890891877
73420,0.030398604
73421,0.174221858
73422,0.754092901
73423,0.174100489
73424,0.833556169
73425,0.225619759
73426,0.067011625
73427,0.027057031
73428,0.026367791
73429,0.051968529
73430,0.05245264
73431,0.072989119
73432,0.027421423
73433,0.129978883
73434,0.055284764
73435,0.085142573
73436,0.062937633
73437,0.082976091
73438,0.026607991
73439,0.070740386
73440,0.701414357
73441,0.234935464
73442,0.056249341
73443,0.040068288
73444,0.107826973
73445,0.21927125
73446,0.06564932
73447,0.157760067
73448,0.064316817
73449,0.226863687
73450,0.261405598
73451,0.197599079
73452,0.135988647
73453,0.129369629
73454,0.225660943
73455,0.170782853
73456,0.397774881
73457,0.234730261
73458,0.700307815
73459,0.214796529
73460,0.416493432
73461,0.796641589
73462,0.354534125
73463,0.214993778
73464,0.42162851
73465,0.203675718
73466,0.246843516
73467,0.861993279
73468,0.263682284
73469,0.182307581
73470,0.175111456
73471,0.308263742
73472,0.25650961
73473,0.356691214
73474,0.075485169
73475,0.056456144
73476,0.222975113
73477,0.795102228
73478,0.308068242
73479,0.1511344
73480,0.832460227
73481,0.289364706
73482,0.251701865
73483,0.310261282
73484,0.04668594
73485,0.182429645
73486,0.796394353
73487,0.037738727
73488,0.145460444
73489,0.082233547
73490,0.049660708
73491,0.796394353
73492,0.163060742
73493,0.833689826
73494,0.296653767
73495,0.145581474
73496,0.199163567
73497,0.175714593
73498,0.796622823
73499,0.209840844
73500,0.17979178
73501,0.248613882
73502,0.161092836
73503,0.2384593
73504,0.266202515
73505,0.061355889
73506,0.235660816
73507,0.751816201
73508,0.147931551
73509,0.358257492
73510,0.25861067
73511,0.096193916
73512,0.179698769
73513,0.052706223
73514,0.104553369
73515,0.060478545
73516,0.038158929
73517,0.210561262
73518,0.301041874
73519,0.21362571
73520,0.742192501
73521,0.22676551
73522,0.253758188
73523,0.161551649
73524,0.863237851
73525,0.108459495
73526,0.176804569
73527,0.172687336
73528,0.142330215
73529,0.155892927
73530,0.198960418
73531,0.271722272
73532,0.206049519
73533,0.147510209
73534,0.077882192
73535,0.182997729
73536,0.166180534
73537,0.796310022
73538,0.044023835
73539,0.328052109
73540,0.40043348
73541,0.040414807
73542,0.151585255
73543,0.091684086
73544,0.122939533
73545,0.190534235
73546,0.104456909
73547,0.120982822
73548,0.299902812
73549,0.795585882
73550,0.694844765
73551,0.321772088
73552,0.364695813
73553,0.17518712
73554,0.274064698
73555,0.073071164
73556,0.236666978
73557,0.190140706
73558,0.184498968
