RefId,Weight(30Log/70NB)
73015,0.074206369
73016,0.097508596
73017,0.020214173
73018,0.485922401
73019,0.603732236
73020,0.034853089
73021,0.018866314
73022,0.39201824
73023,0.123330053
73024,0.168954281
73025,0.076494472
73026,0.894661841
73027,0.142144582
73028,0.035675761
73029,0.066570551
73030,0.018105804
73031,0.163097796
73032,0.13250606
73033,0.034165839
73034,0.024636216
73035,0.025278478
73036,0.358979025
73037,0.527582911
73038,0.151259904
73039,0.3561066
73040,0.182743412
73041,0.86595756
73042,0.204638647
73043,0.3360735
73044,0.067744397
73045,0.220365685
73046,0.244470602
73047,0.465487349
73048,0.493235981
73049,0.343401997
73050,0.012697404
73051,0.320551606
73052,0.891647053
73053,0.820878261
73054,0.074060495
73055,0.561813221
73056,0.156740215
73057,0.424039564
73058,0.369889701
73059,0.014977074
73060,0.32767385
73061,0.212183886
73062,0.165122419
73063,0.068593768
73064,0.011435765
73065,0.275014775
73066,0.014418005
73067,0.184336258
73068,0.225095223
73069,0.050869172
73070,0.016123459
73071,0.326595175
73072,0.355028674
73073,0.400467033
73074,0.05525986
73075,0.335409977
73076,0.241434507
73077,0.020896321
73078,0.479873244
73079,0.442613654
73080,0.20620825
73081,0.307145867
73082,0.314301103
73083,0.075612639
73084,0.203301401
73085,0.022064184
73086,0.64235505
73087,0.284535904
73088,0.084767349
73089,0.524879022
73090,0.515414647
73091,0.286720699
73092,0.020882972
73093,0.246507483
73094,0.387937181
73095,0.5356235
73096,0.413045907
73097,0.23491371
73098,0.026780321
73099,0.20480171
73100,0.014047718
73101,0.485097502
73102,0.329827291
73103,0.162677052
73104,0.871046733
73105,0.6273878
73106,0.331621636
73107,0.587841337
73108,0.190926258
73109,0.446598072
73110,0.341078995
73111,0.386254665
73112,0.444386099
73113,0.39856564
73114,0.334786931
73115,0.165679266
73116,0.354818274
73117,0.459540756
73118,0.382788381
73119,0.869686473
73120,0.866371422
73121,0.314089659
73122,0.264510488
73123,0.308749626
73124,0.51876073
73125,0.015021968
73126,0.526326773
73127,0.542356931
73128,0.514883436
73129,0.29013372
73130,0.229127994
73131,0.209944601
73132,0.418800944
73133,0.017205545
73134,0.458159819
73135,0.117928921
73136,0.320519361
73137,0.894923265
73138,0.322172422
73139,0.278986515
73140,0.915843781
73141,0.078484939
73142,0.52373871
73143,0.452620373
73144,0.092176464
73145,0.403570637
73146,0.529466353
73147,0.171396521
73148,0.028865072
73149,0.393916786
73150,0.213406714
73151,0.633561027
73152,0.019539657
73153,0.456999037
73154,0.518031001
73155,0.330871725
73156,0.339620179
73157,0.390101191
73158,0.181176597
73159,0.120324983
73160,0.845426099
73161,0.355357818
73162,0.894829507
73163,0.211320746
73164,0.424140468
73165,0.579596989
73166,0.443993869
73167,0.16913977
73168,0.063946591
73169,0.63575593
73170,0.020059558
73171,0.463997852
73172,0.442329399
73173,0.119060174
73174,0.019673371
73175,0.348969843
73176,0.465372553
73177,0.363053622
73178,0.50786896
73179,0.020055352
73180,0.058493517
73181,0.449485362
73182,0.335799627
73183,0.627752553
73184,0.042660666
73185,0.637535058
73186,0.397633452
73187,0.401675553
73188,0.26212502
73189,0.118628124
73190,0.451579287
73191,0.894087318
73192,0.895043332
73193,0.228401918
73194,0.553851084
73195,0.233654969
73196,0.398990906
73197,0.868768887
73198,0.044501812
73199,0.26995207
73200,0.501026698
73201,0.520422557
73202,0.870070622
73203,0.387110223
73204,0.379068854
73205,0.391451443
73206,0.393426278
73207,0.163899005
73208,0.348551696
73209,0.36075336
73210,0.235384919
73211,0.330524512
73212,0.265817818
73213,0.396060933
73214,0.410128487
73215,0.565483182
73216,0.221950971
73217,0.514593199
73218,0.370888927
73219,0.528238608
73220,0.390286737
73221,0.447024788
73222,0.37397228
73223,0.214381127
73224,0.059023084
73225,0.467923721
73226,0.302857778
73227,0.345700219
73228,0.51135811
73229,0.273042431
73230,0.207898041
73231,0.512973283
73232,0.931221823
73233,0.894717251
73234,0.387894886
73235,0.430061109
73236,0.486610035
73237,0.39041116
73238,0.143173632
73239,0.33955708
73240,0.253815549
73241,0.173090107
73242,0.423173447
73243,0.866291322
73244,0.08744626
73245,0.248453458
73246,0.895018442
73247,0.401764052
73248,0.230172857
73249,0.148998372
73250,0.33947707
73251,0.019160835
73252,0.212783518
73253,0.020735153
73254,0.487459667
73255,0.267914297
73256,0.281420772
73257,0.378464013
73258,0.464087034
73259,0.384837067
73260,0.403590504
73261,0.871045606
73262,0.471903578
73263,0.432939083
