RefId,Weight(80Log/20NB)
73015,0.0815526
73016,0.087211511
73017,0.053409506
73018,0.264474912
73019,0.564362198
73020,0.056997315
73021,0.050137178
73022,0.212155736
73023,0.095023262
73024,0.449760855
73025,0.081608572
73026,0.7707004
73027,0.379049618
73028,0.086067919
73029,0.07869098
73030,0.04782958
73031,0.12759197
73032,0.084174083
73033,0.045852747
73034,0.062073835
73035,0.066174201
73036,0.169330769
73037,0.25658986
73038,0.089793953
73039,0.169577517
73040,0.095912803
73041,0.724072109
73042,0.107149738
73043,0.165101246
73044,0.060885983
73045,0.172351702
73046,0.121281248
73047,0.237853525
73048,0.2476045
73049,0.150830951
73050,0.033859745
73051,0.159559432
73052,0.767688591
73053,0.669990112
73054,0.073918312
73055,0.294072803
73056,0.098756414
73057,0.204487526
73058,0.179645982
73059,0.039867363
73060,0.169765846
73061,0.105596252
73062,0.093387048
73063,0.069308994
73064,0.030495335
73065,0.147169775
73066,0.038448014
73067,0.106548484
73068,0.117234481
73069,0.05739545
73070,0.042980007
73071,0.161530372
73072,0.183287148
73073,0.196831082
73074,0.069067371
73075,0.162081013
73076,0.123130011
73077,0.046925923
73078,0.241698861
73079,0.207903013
73080,0.111921425
73081,0.14771497
73082,0.142822902
73083,0.077701391
73084,0.112192947
73085,0.05585177
73086,0.344931574
73087,0.146249671
73088,0.075575552
73089,0.254891458
73090,0.252152501
73091,0.135756763
73092,0.054280706
73093,0.132604155
73094,0.177045275
73095,0.287631795
73096,0.201060541
73097,0.133309937
73098,0.058423304
73099,0.110295546
73100,0.037460581
73101,0.268968418
73102,0.157370878
73103,0.101916752
73104,0.724520569
73105,0.337416628
73106,0.163753987
73107,0.315235079
73108,0.108562553
73109,0.212903098
73110,0.164736642
73111,0.177934723
73112,0.211527288
73113,0.197397616
73114,0.17836847
73115,0.09966046
73116,0.189039928
73117,0.216505057
73118,0.182769077
73119,0.725017481
73120,0.724202241
73121,0.175682509
73122,0.177567857
73123,0.142207754
73124,0.265688039
73125,0.040058582
73126,0.255774347
73127,0.28342685
73128,0.254566348
73129,0.141878236
73130,0.112535905
73131,0.118984164
73132,0.206932167
73133,0.043875174
73134,0.241165165
73135,0.099676679
73136,0.173168562
73137,0.772040382
73138,0.175240032
73139,0.138552377
73140,0.813221187
73141,0.066914831
73142,0.256079549
73143,0.225607435
73144,0.07700547
73145,0.199738406
73146,0.256832413
73147,0.09392974
73148,0.059941033
73149,0.179596675
73150,0.128819425
73151,0.339624601
73152,0.038431329
73153,0.215963193
73154,0.255802927
73155,0.148031049
73156,0.150601943
73157,0.194156184
73158,0.117413448
73159,0.096558775
73160,0.677705138
73161,0.203438141
73162,0.772097273
73163,0.125546722
73164,0.204689804
73165,0.297331543
73166,0.212448988
73167,0.103006097
73168,0.060233987
73169,0.341253346
73170,0.047240972
73171,0.21759039
73172,0.211052413
73173,0.088630333
73174,0.052239325
73175,0.166835706
73176,0.217778487
73177,0.191680738
73178,0.252333947
73179,0.042243493
73180,0.072865264
73181,0.214054341
73182,0.161454689
73183,0.338171887
73184,0.059986398
73185,0.341559573
73186,0.180340166
73187,0.189364737
73188,0.146780471
73189,0.088974684
73190,0.214558788
73191,0.772171359
73192,0.771452645
73193,0.111692836
73194,0.285900146
73195,0.129548793
73196,0.181005213
73197,0.724858429
73198,0.049117554
73199,0.130447469
73200,0.248942141
73201,0.253161115
73202,0.725046913
73203,0.185103932
73204,0.17560572
73205,0.185837563
73206,0.178062105
73207,0.109022652
73208,0.165570595
73209,0.180112443
73210,0.12486683
73211,0.176940955
73212,0.129472019
73213,0.187124607
73214,0.204371976
73215,0.290719141
73216,0.109756512
73217,0.252714673
73218,0.193300753
73219,0.25753297
73220,0.186501023
73221,0.21228568
73222,0.174705109
73223,0.113684679
73224,0.070321956
73225,0.217994558
73226,0.145254388
73227,0.165285558
73228,0.251871627
73229,0.142452777
73230,0.112035772
73231,0.251025697
73232,0.845239535
73233,0.770784237
73234,0.197767148
73235,0.209141178
73236,0.243139097
73237,0.187130891
73238,0.091668676
73239,0.162442216
73240,0.129419309
73241,0.104417759
73242,0.213528901
73243,0.724177308
73244,0.070006522
73245,0.143434882
73246,0.771934698
73247,0.197813566
73248,0.112524401
73249,0.088067641
73250,0.156285986
73251,0.05108976
73252,0.119227891
73253,0.053560824
73254,0.233660906
73255,0.141783184
73256,0.138743298
73257,0.190116512
73258,0.240728396
73259,0.184957633
