RefId,Weight(10Log/90NB)
73015,0.071267876
73016,0.10162743
73017,0.00693604
73018,0.574501396
73019,0.619480251
73020,0.025995398
73021,0.006357968
73022,0.463963241
73023,0.134652769
73024,0.056631652
73025,0.074448832
73026,0.944246418
73027,0.047382567
73028,0.015518898
73029,0.06172238
73030,0.006216293
73031,0.177300126
73032,0.151838851
73033,0.029491076
73034,0.009661169
73035,0.008920189
73036,0.434838328
73037,0.635980132
73038,0.175846284
73039,0.430718233
73040,0.217475656
73041,0.922711741
73042,0.24363421
73043,0.404462401
73044,0.070487762
73045,0.239571278
73046,0.293746344
73047,0.556540878
73048,0.591488573
73049,0.420430415
73050,0.004232468
73051,0.384948475
73052,0.941230438
73053,0.88123352
73054,0.074117368
73055,0.668909388
73056,0.179933735
73057,0.511860379
73058,0.445987188
73059,0.005020958
73060,0.390837051
73061,0.254818939
73062,0.193816568
73063,0.068307677
73064,0.003811938
73065,0.326152775
73066,0.004806002
73067,0.215451367
73068,0.26823952
73069,0.048258661
73070,0.00538084
73071,0.392621096
73072,0.423725285
73073,0.481921414
73074,0.049736855
73075,0.404741562
73076,0.288756306
73077,0.01048448
73078,0.575142997
73079,0.53649791
73080,0.24392298
73081,0.370918226
73082,0.382892384
73083,0.074777138
73084,0.239744783
73085,0.008549149
73086,0.761324441
73087,0.339850397
73088,0.088444068
73089,0.632874048
73090,0.620719505
73091,0.347106273
73092,0.007523879
73093,0.292068814
73094,0.472293944
73095,0.634820182
73096,0.497840054
73097,0.275555219
73098,0.014123128
73099,0.242604175
73100,0.004682573
73101,0.571549136
73102,0.398809856
73103,0.186981172
73104,0.929657198
73105,0.743376269
73106,0.398768695
73107,0.69688384
73108,0.22387174
73109,0.540076062
73110,0.411615936
73111,0.469582642
73112,0.537529623
73113,0.47903285
73114,0.397354315
73115,0.192086789
73116,0.421129612
73117,0.556755036
73118,0.462796103
73119,0.92755407
73120,0.923239095
73121,0.369452519
73122,0.29928754
73123,0.375366375
73124,0.619989806
73125,0.005007323
73126,0.634547744
73127,0.645928964
73128,0.619010271
73129,0.349435913
73130,0.275764829
73131,0.246328776
73132,0.503548455
73133,0.006537694
73134,0.54495768
73135,0.125229818
73136,0.37945968
73137,0.944076418
73138,0.380945378
73139,0.33516017
73140,0.956892819
73141,0.083112982
73142,0.630802374
73143,0.543425548
73144,0.098244862
73145,0.48510353
73146,0.638519929
73147,0.202383233
73148,0.016434687
73149,0.479644831
73150,0.247241629
73151,0.751135598
73152,0.011982988
73153,0.553413375
73154,0.622922231
73155,0.404007995
73156,0.415227474
73157,0.468479194
73158,0.206681856
73159,0.129831466
73160,0.912514484
73161,0.416125689
73162,0.9439224
73163,0.245630356
73164,0.511920734
73165,0.692503168
73166,0.536611822
73167,0.195593239
73168,0.065431633
73169,0.753556963
73170,0.009186993
73171,0.562560837
73172,0.534840193
73173,0.131232111
73174,0.00664699
73175,0.421823498
73176,0.56441018
73177,0.431602775
73178,0.610082965
73179,0.011180095
73180,0.052744818
73181,0.543657771
73182,0.405537602
73183,0.74358482
73184,0.035730373
73185,0.755925252
73186,0.484550767
73187,0.48659988
73188,0.30826284
73189,0.1304895
73190,0.546387487
73191,0.942853702
73192,0.944479607
73193,0.275085551
73194,0.661031459
73195,0.27529744
73196,0.486185183
73197,0.92633307
73198,0.042655515
73199,0.32575391
73200,0.601860521
73201,0.627327134
73202,0.928080106
73203,0.467912739
73204,0.460454107
73205,0.473696995
73206,0.479571947
73207,0.185849546
73208,0.421744137
73209,0.433009727
73210,0.279592154
73211,0.391957935
73212,0.320356138
73213,0.479635464
73214,0.492431091
73215,0.675388799
73216,0.266828754
73217,0.619344609
73218,0.441924196
73219,0.636520863
73220,0.471801022
73221,0.540920431
73222,0.453679149
73223,0.254659706
73224,0.054503535
73225,0.567895386
73226,0.365899134
73227,0.417866084
73228,0.615152703
73229,0.325278292
73230,0.246242948
73231,0.617752318
73232,0.965614738
73233,0.944290457
73234,0.463945981
73235,0.518429082
73236,0.58399841
73237,0.471723267
73238,0.163775615
73239,0.410403025
73240,0.303574045
73241,0.200559046
73242,0.507031266
73243,0.923136927
73244,0.094422155
73245,0.290460889
73246,0.94425194
73247,0.483344247
73248,0.27723224
73249,0.173370665
73250,0.412753503
73251,0.006389265
73252,0.250205769
73253,0.007604884
73254,0.588979171
73255,0.318366742
73256,0.338491762
73257,0.453803014
73258,0.553430489
73259,0.464788841
73260,0.488826394
73261,0.929643085
73262,0.565316971
73263,0.523025152
73264,0.480865683
73265,0.469242556
73266,0.292925214
73267,0.112857454
73268,0.339131701
73269,0.383641076
73270,0.11021491
73271,0.108319668
73272,0.965749804
73273,0.520593347
73274,0.637958769
73275,0.929187013
73276,0.097090121
73277,0.00568848
73278,0.010975972
73279,0.047898314
73280,0.459382184
73281,0.011350338
73282,0.244804167
73283,0.106787603
73284,0.706079753
73285,0.43768789
73286,0.926425939
73287,0.539018465
73288,0.119213873
73289,0.124501948
73290,0.337503799
73291,0.707047393
73292,0.40942314
73293,0.39665404
73294,0.353715486
73295,0.944276988
73296,0.278816311
73297,0.640008921
73298,0.158730751
73299,0.48382717
73300,0.192724684
73301,0.477547611
73302,0.015377651
73303,0.56787883
73304,0.461745473
73305,0.928172652
73306,0.944183612
73307,0.356105775
73308,0.532173486
73309,0.520599581
73310,0.757777497
73311,0.612935341
73312,0.704672012
73313,0.599308282
73314,0.545925541
73315,0.405486972
73316,0.967240544
73317,0.462788286
73318,0.559630488
73319,0.074132343
73320,0.072472128
73321,0.212792899
73322,0.335929599
73323,0.430976714
73324,0.885782178
73325,0.893115137
73326,0.910259209
73327,0.501456256
73328,0.006809283
73329,0.129894568
73330,0.016757824
73331,0.017069156
73332,0.041037235
73333,0.527745054
73334,0.627824185
73335,0.097788741
73336,0.541892074
73337,0.012727943
73338,0.016267118
73339,0.944417061
73340,0.832012041
73341,0.583696524
73342,0.626092221
73343,0.09717355
73344,0.013768636
73345,0.475977051
73346,0.291955709
73347,0.050505506
73348,0.529236158
73349,0.974006072
73350,0.012156257
73351,0.140953344
73352,0.012598359
73353,0.885782178
73354,0.08990244
73355,0.429227122
73356,0.020477216
73357,0.522952894
73358,0.179207036
73359,0.016396468
73360,0.293942688
73361,0.069844135
73362,0.004539231
73363,0.072204366
73364,0.008863087
73365,0.286876721
73366,0.010653378
73367,0.1195517
73368,0.203998389
73369,0.004080271
73370,0.012372021
73371,0.005464564
73372,0.004176676
73373,0.00900267
73374,0.909731127
73375,0.464070181
73376,0.633592235
73377,0.411807987
73378,0.294582513
73379,0.155940126
73380,0.01300923
73381,0.637289447
73382,0.078636468
73383,0.139998015
73384,0.36458327
73385,0.223565495
73386,0.010368272
73387,0.004347652
73388,0.135182735
73389,0.066287955
73390,0.014560515
73391,0.007171004
73392,0.577653755
73393,0.009910709
73394,0.470408039
73395,0.006201285
73396,0.555958088
73397,0.007203155
73398,0.004198468
73399,0.218950267
73400,0.627742081
73401,0.006314301
73402,0.305683587
73403,0.352911814
73404,0.541497127
73405,0.261085171
73406,0.003990868
73407,0.925368828
73408,0.003959515
73409,0.062099376
73410,0.007597462
73411,0.004857974
73412,0.222028595
73413,0.137728397
73414,0.929703902
73415,0.005351468
73416,0.004116413
73417,0.957053015
73418,0.9277367
73419,0.97516956
73420,0.00434266
73421,0.300586829
73422,0.928372686
73423,0.298829236
73424,0.957046024
73425,0.40040057
73426,0.051663694
73427,0.003865292
73428,0.003766827
73429,0.013900908
73430,0.022581319
73431,0.053318676
73432,0.003917358
73433,0.149825383
73434,0.008371938
73435,0.092713373
73436,0.039241406
73437,0.083631037
73438,0.003801161
73439,0.029624513
73440,0.884730828
73441,0.425864915
73442,0.00936862
73443,0.009368842
73444,0.17586676
73445,0.313472479
73446,0.030548327
73447,0.254798976
73448,0.04499018
73449,0.470610828
73450,0.550461731
73451,0.408615193
73452,0.181397567
73453,0.25592818
73454,0.470006491
73455,0.324416829
73456,0.745680526
73457,0.479263168
73458,0.88160293
73459,0.455106052
73460,0.764169209
73461,0.943940393
73462,0.698595038
73463,0.457297605
73464,0.772787747
73465,0.397136919
73466,0.494407966
73467,0.965870616
73468,0.558907433
73469,0.302781964
73470,0.343857141
73471,0.631076395
73472,0.532239907
73473,0.699757927
73474,0.029469435
73475,0.013870283
73476,0.428660617
73477,0.943984807
73478,0.629781703
73479,0.233634613
73480,0.956692204
73481,0.566451627
73482,0.516780956
73483,0.634169751
73484,0.02403068
73485,0.38009175
73486,0.94442137
73487,0.0062331
73488,0.244268864
73489,0.117130869
73490,0.007633159
73491,0.94442137
73492,0.321200137
73493,0.956961955
73494,0.590133744
73495,0.245366745
73496,0.406505964
73497,0.31360143
73498,0.944495364
73499,0.439556342
73500,0.374884039
73501,0.480572411
73502,0.316635211
73503,0.481576759
73504,0.496576508
73505,0.030058596
73506,0.476527851
73507,0.909508092
73508,0.310526769
73509,0.704408715
73510,0.506955341
73511,0.117909821
73512,0.369631358
73513,0.007704126
73514,0.139263884
73515,0.028586887
73516,0.006657715
73517,0.450320729
73518,0.567744559
73519,0.45016107
73520,0.903791302
73521,0.439687117
73522,0.523014851
73523,0.325269069
73524,0.965691084
73525,0.110645187
73526,0.367844348
73527,0.346399839
73528,0.292588345
73529,0.29758005
73530,0.412971104
73531,0.541073344
73532,0.403475207
73533,0.283487333
73534,0.124857235
73535,0.357141605
73536,0.329271445
73537,0.944458663
73538,0.02324116
73539,0.60838849
73540,0.745502243
73541,0.017005446
73542,0.301209751
73543,0.140311573
73544,0.022313206
73545,0.355910448
73546,0.160810375
73547,0.228214161
73548,0.597854635
73549,0.940922091
73550,0.86709571
73551,0.640248196
73552,0.693239308
73553,0.357532127
73554,0.519137088
73555,0.08226943
73556,0.467303844
73557,0.355080839
73558,0.39266912
73559,0.020154994
73560,0.975370789
73561,0.34521657
73562,0.277360833
73563,0.350654601
73564,0.670607116
73565,0.283105611
73566,0.944458759
73567,0.893682094
73568,0.632172632
73569,0.365451292
73570,0.603317125
73571,0.468650503
73572,0.185976208
73573,0.546915919
73574,0.482667589
73575,0.196238773
73576,0.552932998
73577,0.433271404
73578,0.115574252
73579,0.635604136
73580,0.383685903
73581,0.954845928
73582,0.140247814
73583,0.763248008
73584,0.1290868
73585,0.184510042
73586,0.357494946
73587,0.956864524
73588,0.411563308
73589,0.662922169
73590,0.322017517
73591,0.009422338
73592,0.248145666
73593,0.309779671
73594,0.333329968
73595,0.388544179
73596,0.966940425
73597,0.531927802
73598,0.006476023
73599,0.010546465
73600,0.478349685
73601,0.328713594
73602,0.287639817
73603,0.007932207
73604,0.41230802
73605,0.456688639
73606,0.017613069
73607,0.567993893
73608,0.562604209
73609,0.763807064
73610,0.556014134
73611,0.252202348
73612,0.956077253
73613,0.007869228
73614,0.63705965
73615,0.762120034
73616,0.232347886
73617,0.350666136
73618,0.529572421
73619,0.532812556
73620,0.470543769
73621,0.164217151
73622,0.347770516
73623,0.562519288
73624,0.537598891
73625,0.014674599
73626,0.430508127
73627,0.011297551
73628,0.118387469
73629,0.05072556
73630,0.017701602
73631,0.638444537
73632,0.11581454
73633,0.760870449
73634,0.133504699
73635,0.11581454
73636,0.762681481
73637,0.293981927
73638,0.007963362
73639,0.528212807
73640,0.342745445
73641,0.006884594
73642,0.007930281
73643,0.194566621
73644,0.50939069
73645,0.63860014
73646,0.96719858
73647,0.006904264
73648,0.442424744
73649,0.967136216
73650,0.943358944
73651,0.395478557
